480861;16-09-2017;First Half begins.;-;Watford;Manchester City;0;0;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;1;0;NA;NA;NA
480861;16-09-2017;Lineups are announced and players are warming up.;-;Watford;Manchester City;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;2;0;NA;NA;NA
480861;16-09-2017;Attempt blocked. David Silva (Manchester City) right footed shot from the centre of the box is blocked. Assisted by Raheem Sterling with a cross.;1';Watford;Manchester City;0;0;0;0;0;1;0;blocked;David Silva;Manchester City;right;the centre of the box;NA;Raheem Sterling;0;NA;NA;0;cross;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;3;0;NA;NA;1
480861;16-09-2017;Corner,  Manchester City. Conceded by Adrian Mariappa.;1';Watford;Manchester City;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;1;Manchester City;Adrian Mariappa;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;4;0;NA;NA;1
480861;16-09-2017;David Silva (Manchester City) wins a free kick on the left wing.;3';Watford;Manchester City;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;1;David Silva;Manchester City;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;5;0;NA;NA;3
480861;16-09-2017;Foul by Abdoulaye Doucour̩ (Watford).;3';Watford;Manchester City;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;1;Abdoulaye Doucour̩;Watford;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;6;0;NA;NA;3
480861;16-09-2017;Foul by Kyle Walker (Manchester City).;4';Watford;Manchester City;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;1;Kyle Walker;Manchester City;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;7;0;NA;NA;4
480861;16-09-2017;Richarlison (Watford) wins a free kick in the defensive half.;4';Watford;Manchester City;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;1;Richarlison;Watford;defensive half;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;8;0;NA;NA;4
480861;16-09-2017;Corner,  Manchester City. Conceded by Richarlison.;5';Watford;Manchester City;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;1;Manchester City;Richarlison;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;9;0;NA;NA;5
480861;16-09-2017;Attempt missed. Fernandinho (Manchester City) header from the centre of the box is close, but misses the top right corner. Assisted by Kevin De Bruyne with a cross following a corner.;6';Watford;Manchester City;0;0;0;0;0;1;0;missed;Fernandinho;Manchester City;header;the centre of the box;close, but misses the top right corner;Kevin De Bruyne;0;NA;NA;0;cross;1;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;10;0;NA;NA;6
