Game ID;Date;Commentary;Match Time;Team One;Team Two;Team One Score;Team Two Score;Half End;Match End;Half Begins;Shot Attempt;Penalty Shot;Shot Result;Shot by Player;Shot by Team;Shot with;Shot where;Net Location;Assist by Player;Foul;Foul by Player;Foul by Team;Followed by Set Piece;Assist Type;Followed by Corner;Offside;Offside Team;Offside Player;Offside followed by pass from;Shown Card;Card Type;Card Player;Card Team;Video Review;Video Review Event;Video Review Result;Delay in Match;Delay Team;Free Kick Won;Free Kick Player;Free Kick Team;Free Kick where;Corner;Corner Team;Corner conceded by;Substitution;Substitution Injury;Substitution Team;Substitution Player;Replaced Player;Penalty;Team drew Penalty;Player drew Penalty;Player conceded Penalty;Team conceded Penalty;Half;Comment ID;Stoppage Time;Team One Penalty Score;Team Two Penalty Score;Match Time Numeric
480728;16-12-2017;First Half begins.;-;Watford;Huddersfield Town;0;0;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;1;0;NA;NA;NA
480728;16-12-2017;Lineups are announced and players are warming up.;-;Watford;Huddersfield Town;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;2;0;NA;NA;NA
480728;16-12-2017;Foul by Daryl Janmaat (Watford).;1';Watford;Huddersfield Town;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;1;Daryl Janmaat;Watford;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;3;0;NA;NA;1
480728;16-12-2017;Rajiv van La Parra (Huddersfield Town) wins a free kick in the defensive half.;1';Watford;Huddersfield Town;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;1;NA;Huddersfield Town;defensive half;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;4;0;NA;NA;1
480728;16-12-2017;Foul by Daryl Janmaat (Watford).;2';Watford;Huddersfield Town;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;1;Daryl Janmaat;Watford;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;5;0;NA;NA;2
480728;16-12-2017;Rajiv van La Parra (Huddersfield Town) wins a free kick in the defensive half.;2';Watford;Huddersfield Town;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;1;NA;Huddersfield Town;defensive half;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;6;0;NA;NA;2
480728;16-12-2017;Corner,  Huddersfield Town. Conceded by Sebastian Pr̦dl.;3';Watford;Huddersfield Town;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;1;Huddersfield Town;Sebastian Pr̦dl;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;7;0;NA;NA;3
480728;16-12-2017;Attempt missed. Christopher Schindler (Huddersfield Town) header from the right side of the box misses to the right. Assisted by Aaron Mooy with a cross following a corner.;4';Watford;Huddersfield Town;0;0;0;0;0;1;0;missed;Christopher Schindler;Huddersfield Town;header;the right side of the box;right;Aaron Mooy;0;NA;NA;0;cross;1;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;8;0;NA;NA;4
480728;16-12-2017;Corner,  Huddersfield Town. Conceded by Heurelho Gomes.;5';Watford;Huddersfield Town;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;1;Huddersfield Town;Heurelho Gomes;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;9;0;NA;NA;5
480728;16-12-2017;Corner,  Huddersfield Town. Conceded by Richarlison.;6';Watford;Huddersfield Town;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;1;Huddersfield Town;Richarlison;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;10;0;NA;NA;6
480728;16-12-2017;Attempt blocked. Collin Quaner (Huddersfield Town) right footed shot from the right side of the six yard box is blocked. Assisted by Aaron Mooy.;6';Watford;Huddersfield Town;0;0;0;0;0;1;0;blocked;Collin Quaner;Huddersfield Town;right;the right side of the six yard box;NA;Aaron Mooy;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;11;0;NA;NA;6
480728;16-12-2017;Goal!  Watford 0, Huddersfield Town 1. Elias Kachunga (Huddersfield Town) right footed shot from very close range to the bottom left corner. Assisted by Laurent Depoitre following a corner.;6';Watford;Huddersfield Town;0;1;0;0;0;1;0;goal;Elias Kachunga;Huddersfield Town;right;right shot very close range;bottom left corner;Laurent Depoitre;0;NA;NA;0;NA;1;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;12;0;NA;NA;6
480728;16-12-2017;Etienne Capoue (Watford) wins a free kick in the defensive half.;8';Watford;Huddersfield Town;0;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;1;Etienne Capoue;Watford;defensive half;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;13;0;NA;NA;8
480728;16-12-2017;Foul by Laurent Depoitre (Huddersfield Town).;8';Watford;Huddersfield Town;0;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;1;Laurent Depoitre;Huddersfield Town;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;14;0;NA;NA;8
480728;16-12-2017;Chris L̦we (Huddersfield Town) wins a free kick on the left wing.;8';Watford;Huddersfield Town;0;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;1;Chris L̦we;Huddersfield Town;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;15;0;NA;NA;8
480728;16-12-2017;Foul by Andr̩ Carrillo (Watford).;8';Watford;Huddersfield Town;0;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;1;Andr̩ Carrillo;Watford;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;16;0;NA;NA;8
480728;16-12-2017;Adrian Mariappa (Watford) wins a free kick in the defensive half.;9';Watford;Huddersfield Town;0;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;1;Adrian Mariappa;Watford;defensive half;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;17;0;NA;NA;9
480728;16-12-2017;Foul by Christopher Schindler (Huddersfield Town).;9';Watford;Huddersfield Town;0;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;1;Christopher Schindler;Huddersfield Town;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;18;0;NA;NA;9
480728;16-12-2017;Corner,  Watford. Conceded by Collin Quaner.;11';Watford;Huddersfield Town;0;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;1;Watford;Collin Quaner;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;19;0;NA;NA;11
480728;16-12-2017;Corner,  Watford. Conceded by Laurent Depoitre.;12';Watford;Huddersfield Town;0;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;1;Watford;Laurent Depoitre;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;20;0;NA;NA;12
480728;16-12-2017;Attempt missed. Sebastian Pr̦dl (Watford) header from the centre of the box misses to the right. Assisted by Jos̩ Holebas with a cross following a corner.;13';Watford;Huddersfield Town;0;1;0;0;0;1;0;missed;Sebastian Pr̦dl;Watford;header;the centre of the box;right;Jos̩ Holebas;0;NA;NA;0;cross;1;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;21;0;NA;NA;13
480728;16-12-2017;Offside, Watford. Daryl Janmaat tries a through ball, but Richarlison is caught offside.;13';Watford;Huddersfield Town;0;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;1;Watford;Richarlison;Daryl Janmaat;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;22;0;NA;NA;13
480728;16-12-2017;Corner,  Huddersfield Town. Conceded by Daryl Janmaat.;14';Watford;Huddersfield Town;0;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;1;Huddersfield Town;Daryl Janmaat;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;23;0;NA;NA;14
480728;16-12-2017;Attempt blocked. Chris L̦we (Huddersfield Town) left footed shot from outside the box is blocked.;14';Watford;Huddersfield Town;0;1;0;0;0;1;0;blocked;Chris L̦we;Huddersfield Town;left;outside the box;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;24;0;NA;NA;14
480728;16-12-2017;Offside, Huddersfield Town. Chris L̦we tries a through ball, but Zanka is caught offside.;14';Watford;Huddersfield Town;0;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;1;Huddersfield Town;Zanka;Chris L̦we;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;25;0;NA;NA;14
