480886;19-08-2017;First Half begins.;-;Stoke City;Arsenal;0;0;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;1;0;NA;NA;NA
480886;19-08-2017;Lineups are announced and players are warming up.;-;Stoke City;Arsenal;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;2;0;NA;NA;NA
480886;19-08-2017;Attempt saved. Jes̩ (Stoke City) left footed shot from the left side of the box is saved in the centre of the goal. Assisted by Darren Fletcher.;3';Stoke City;Arsenal;0;0;0;0;0;1;0;saved;Jes̩;Stoke City;left;the left side of the box;the centre of the goal;Darren Fletcher;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;3;0;NA;NA;3
480886;19-08-2017;Offside, Stoke City. Erik Pieters tries a through ball, but Eric Maxim Choupo-Moting is caught offside.;4';Stoke City;Arsenal;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;1;Stoke City;NA;Erik Pieters;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;4;0;NA;NA;4
480886;19-08-2017;Darren Fletcher (Stoke City) wins a free kick in the attacking half.;7';Stoke City;Arsenal;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;1;Darren Fletcher;Stoke City;attacking half;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;5;0;NA;NA;7
480886;19-08-2017;Foul by Aaron Ramsey (Arsenal).;7';Stoke City;Arsenal;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;1;Aaron Ramsey;Arsenal;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;6;0;NA;NA;7
480886;19-08-2017;Offside, Stoke City. Eric Maxim Choupo-Moting tries a through ball, but Jes̩ is caught offside.;9';Stoke City;Arsenal;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;1;Stoke City;Jes̩;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;7;0;NA;NA;9
480886;19-08-2017;Corner,  Arsenal. Conceded by Geoff Cameron.;10';Stoke City;Arsenal;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;1;Arsenal;Geoff Cameron;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;8;0;NA;NA;10
480886;19-08-2017;Foul by Aaron Ramsey (Arsenal).;12';Stoke City;Arsenal;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;1;Aaron Ramsey;Arsenal;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;9;0;NA;NA;12
480886;19-08-2017;Mame Biram Diouf (Stoke City) wins a free kick on the right wing.;12';Stoke City;Arsenal;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;1;Mame Biram Diouf;Stoke City;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;10;0;NA;NA;12
480886;19-08-2017;Hand ball by Xherdan Shaqiri (Stoke City).;17';Stoke City;Arsenal;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;11;0;NA;NA;17
480886;19-08-2017;Danny Welbeck (Arsenal) wins a free kick in the attacking half.;19';Stoke City;Arsenal;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;1;Danny Welbeck;Arsenal;attacking half;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;12;0;NA;NA;19
480886;19-08-2017;Foul by Kurt Zouma (Stoke City).;19';Stoke City;Arsenal;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;1;Kurt Zouma;Stoke City;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;13;0;NA;NA;19
480886;19-08-2017;Attempt saved. Danny Welbeck (Arsenal) right footed shot from a difficult angle on the left is saved in the top centre of the goal. Assisted by Alex Oxlade-Chamberlain.;19';Stoke City;Arsenal;0;0;0;0;0;1;0;saved;Danny Welbeck;Arsenal;right;NA;the top centre of the goal;Alex Oxlade-Chamberlain;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;14;0;NA;NA;19
480886;19-08-2017;Corner,  Arsenal. Conceded by Jack Butland.;20';Stoke City;Arsenal;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;1;Arsenal;Jack Butland;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;15;0;NA;NA;20
480886;19-08-2017;Attempt blocked. Alex Oxlade-Chamberlain (Arsenal) right footed shot from outside the box is blocked. Assisted by Sead Kolasinac.;20';Stoke City;Arsenal;0;0;0;0;0;1;0;blocked;Alex Oxlade-Chamberlain;Arsenal;right;outside the box;NA;Sead Kolasinac;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;16;0;NA;NA;20
480886;19-08-2017;Attempt saved. Eric Maxim Choupo-Moting (Stoke City) right footed shot from the centre of the box is saved in the top centre of the goal. Assisted by Jes̩.;21';Stoke City;Arsenal;0;0;0;0;0;1;0;saved;NA;Stoke City;right;the centre of the box;the top centre of the goal;Jes̩;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;17;0;NA;NA;21
480886;19-08-2017;Aaron Ramsey (Arsenal) wins a free kick in the defensive half.;21';Stoke City;Arsenal;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;1;Aaron Ramsey;Arsenal;defensive half;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;18;0;NA;NA;21
480886;19-08-2017;Foul by Mame Biram Diouf (Stoke City).;21';Stoke City;Arsenal;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;1;Mame Biram Diouf;Stoke City;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;19;0;NA;NA;21
480886;19-08-2017;Delay in match Xherdan Shaqiri (Stoke City) because of an injury.;24';Stoke City;Arsenal;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;1;Stoke City;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;20;0;NA;NA;24
480886;19-08-2017;Delay over. They are ready to continue.;25';Stoke City;Arsenal;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;0;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;NA;NA;1;21;0;NA;NA;25
