Game ID,Team 1 Name,Team 2 Name,Date,Home Player 1,Home Player 2,Home Player 3,Home Player 4,Home Player 5,Home Player 6,Home Player 7,Home Player 8,Home Player 9,Home Player 10,Home Player 11,Away Player 1,Away Player 2,Away Player 3,Away Player 4,Away Player 5,Away Player 6,Away Player 7,Away Player 8,Away Player 9,Away Player 10,Away Player 11
g_1_6JMY7ST0,Burnley,Tottenham,23/12/2017,Scott Arfield,Phillip Bardsley,Jack Cork,Steven Defour,Johann Gudmundsson,Jeff Hendrick,Kevin Long,Ben Mee,Nick Pope,Charlie Taylor,Chris Wood,Dele Alli,Serge Aurier,Ben Davies,Eric Dier,Christian Eriksen,Harry Kane,Hugo Lloris,Davinson Sanchez,Moussa Sissoko,Son Heung-min,Jan Vertonghen
g_1_hGIU88Ef,Brighton,Watford,23/12/2017,Lewis Dunk,Connor Goldson,Pascal Gross,Tomer Hemed,Anthony Knockaert,Solomon March,Davy Propper,Mathew Ryan,Bruno Saltor,Dale Stephens,Markus Suttner,Andre Carrillo,Tom Cleverley,Heurelho Gomes,Andre Gray,Jose Holebas,Daryl Janmaat,Christian Kabasele,Roberto Pereyra,Sebastian Prodl,Richarlison,Ben Watson
g_1_QZuHUkyE,Manchester City,Bournemouth,23/12/2017,Sergio Aguero,Kevin De Bruyne,Fabian Delph,Ederson,Fernandinho,Vincent Kompany,Nicolas Otamendi,Leroy Sane,David Silva,Raheem Sterling,Kyle Walker,Nathan Ake,Asmir Begovic,Steve Cook,Ryan Fraser,Dan Gosling,Jordon Ibe,Jack Simpson,Adam Smith,Junior Stanislas,Andrew Surman,Callum Wilson
g_1_2a3pDN5t,Southampton,Huddersfield,23/12/2017,Charlie Austin,Steven Davis,Fraser Forster,Wesley Hoedt,Mario Lemina,Nathan Redmond,Jack Stephens,Dusan Tadic,Matt Targett,James Ward-Prowse,Maya Yoshida,Laurent Depoitre,Florent Hadergjonaj,Tom Ince,Mathias Jorgensen,Jonas Lossl,Scott Malone,Aaron Mooy,Collin Quaner,Christopher Schindler,Rajiv van La Parra,Daniel Williams
g_1_dM2lCsLn,Stoke,West Brom,23/12/2017,Joe Allen,Jack Butland,Geoff Cameron,Eric Maxim Choupo-Moting,Peter Crouch,Thomas Edwards,Darren Fletcher,Xherdan Shaqiri,Ryan Shawcross,Kevin Wimmer,Kurt Zouma,Gareth Barry,Chris Brunt,Jonny Evans,Ben Foster,Kieran Gibbs,Ahmed Hegazy,Jake Livermore,James Mcclean,Allan Nyom,Hal Robson-Kanu,Salomon Rondon
g_1_M3rchsV6,Swansea,Crystal Palace,23/12/2017,Tammy Abraham,Thomas Carroll,Sam Clucas,Nathan Dyer,Lukasz Fabianski,Federico Fernandez,Alfie Mawson,Roque Mesa,Luciano Narsingh,Kyle Naughton,Martin Olsson,Yohan Cabaye,Scott Dann,Martin Kelly,Ruben Loftus-Cheek,James Mcarthur,Luka Milivojevic,Jeffery Schlupp,Julian Speroni,James Tomkins,Andros Townsend,Wilfried Zaha
g_1_AP6hB1zg,West Ham,Newcastle,23/12/2017,Adrian,Michail Antonio,Marko Arnautovic,Andre Ayew,Aaron Cresswell,Cheikhou Kouyate,Arthur Masuaku,Pedro Obiang,Angelo Ogbonna,Winston Reid,Pablo Zabaleta,Christian Atsu,Ciaran Clark,Mohamed Diame,Rob Elliot,Dwight Gayle,Joselu,Jamaal Lascelles,Javier Manquillo,Matt Ritchie,Henri Saivet,Deandre Yedlin
g_1_0tMx7nq7,Everton,Chelsea,23/12/2017,Dominic Calvert-Lewin,Tom Davies,Idrissa Gueye,Phil Jagielka,Michael Keane,Jonjoe Kenny,Aaron Lennon,Cuco Martina,Jordan Pickford,Morgan Schneiderlin,Gylfi Sigurdsson,Marcos Alonso,Cesar Azpilicueta,Tiemoue Bakayoko,Andreas Christensen,Thibaut Courtois,Eden Hazard,N'Golo Kanté,Victor Moses,Pedro,Antonio Rudiger,Willian
g_1_GQs1i1pD,Liverpool,Swansea,26/12/2017,Trent Alexander-Arnold,Emre Can,Coutinho,Roberto Firmino,Ragnar Klavan,Joel Matip,Simon Mignolet,Alex Oxlade-Chamberlain,Andrew Robertson,Mohamed Salah,Georginio Wijnaldum,Jordan Ayew,Thomas Carroll,Lukasz Fabianski,Leroy Fer,Federico Fernandez,Alfie Mawson,Oliver Mcburnie,Roque Mesa,Kyle Naughton,Martin Olsson,Wayne Routledge
g_1_hldcALka,Bournemouth,West Ham,26/12/2017,Nathan Ake,Asmir Begovic,Lewis Cook,Steve Cook,Simon Francis,Ryan Fraser,Dan Gosling,Jordon Ibe,Joshua King,Adam Smith,Callum Wilson,Adrian,Marko Arnautovic,Andre Ayew,James Collins,Aaron Cresswell,Cheikhou Kouyate,Manuel Lanzini,Arthur Masuaku,Pedro Obiang,Angelo Ogbonna,Pablo Zabaleta
g_1_Wve19u55,Chelsea,Brighton,26/12/2017,Marcos Alonso,Cesar Azpilicueta,Tiemoue Bakayoko,Gary Cahill,Thibaut Courtois,Cesc Fabregas,Eden Hazard,kante-n-golo,Alvaro Morata,Victor Moses,Antonio Rudiger,Shane Duffy,Lewis Dunk,Tomer Hemed,Jose Izquierdo,Biram Kayal,Solomon March,Davy Propper,Mathew Ryan,Ezequiel Schelotto,Dale Stephens,Markus Suttner
g_1_v5b97JZH,Huddersfield,Stoke,26/12/2017,Jonathan Hogg,Tom Ince,Mathias Jorgensen,Jonas Lossl,Chris Lowe,Aaron Mooy,Steve Mounie,Collin Quaner,Christopher Schindler,Tom Smith,Rajiv van La Parra,Joe Allen,Jack Butland,Geoff Cameron,Eric Maxim Choupo-Moting,Peter Crouch,Thomas Edwards,Darren Fletcher,Xherdan Shaqiri,Ryan Shawcross,Kevin Wimmer,Kurt Zouma
g_1_MTmE6wkO,Manchester United,Burnley,26/12/2017,David de Gea,Zlatan Ibrahimovic,Phil Jones,Romelu Lukaku,Juan Mata,Nemanja Matic,Paul Pogba,Marcus Rashford,Marcos Rojo,Luke Shaw,Ashley Young,Scott Arfield,Phillip Bardsley,Ashley Barnes,Jack Cork,Steven Defour,Johann Gudmundsson,Jeff Hendrick,Kevin Long,Ben Mee,Nick Pope,Charlie Taylor
g_1_lGRRP0kn,Watford,Leicester,26/12/2017,Andre Carrillo,Tom Cleverley,Abdoulaye Doucoure,Heurelho Gomes,Daryl Janmaat,Christian Kabasele,Roberto Pereyra,Richarlison,Molla Wague,Ben Watson,Marvin Zeegelaar,Marc Albrighton,Benjamin Chilwell,Aleksandar Dragovic,Andy King,Harry Maguire,Riyad Mahrez,Wes Morgan,Wilfred Ndidi,Shinji Okazaki,Kasper Schmeichel,Jamie Vardy
g_1_6iMWOK4h,West Brom,Everton,26/12/2017,Gareth Barry,Chris Brunt,Craig Dawson,Jonny Evans,Ben Foster,Kieran Gibbs,Ahmed Hegazy,Jake Livermore,Matt Phillips,Jay Rodriguez,Salomon Rondon,Yannick Bolasie,Dominic Calvert-Lewin,Tom Davies,Mason Holgate,Michael Keane,Jonjoe Kenny,Cuco Martina,Jordan Pickford,Morgan Schneiderlin,Gylfi Sigurdsson,Ashley Williams
g_1_APSNQtzt,Tottenham,Southampton,26/12/2017,Dele Alli,Serge Aurier,Mousa Dembele,Eric Dier,Christian Eriksen,Harry Kane,Hugo Lloris,Danny Rose,Davinson Sanchez,Son Heung-min,Jan Vertonghen,Sofiane Boufal,Fraser Forster,Wesley Hoedt,Pierre-Emile Højbjerg,Mario Lemina,Shane Long,Nathan Redmond,Oriol Romeu,Jack Stephens,Matt Targett,Maya Yoshida
g_1_Y3iI5c4U,Newcastle,Manchester City,27/12/2017,Rolando Aarons,Mohamed Diame,Paul Dummett,Rob Elliot,Joselu,Jamaal Lascelles,Javier Manquillo,Chancel Mbemba,Jacob Murphy,Jonjo Shelvey,Deandre Yedlin,Sergio Aguero,Danilo,Kevin De Bruyne,Ederson,Fernandinho,Ilkay Gundogan,Vincent Kompany,Nicolas Otamendi,Bernardo Silva,Raheem Sterling,Kyle Walker
g_1_0Ea58aKB,Crystal Palace,Arsenal,28/12/2017,Christian Benteke,Yohan Cabaye,Scott Dann,Martin Kelly,Ruben Loftus-Cheek,Luka Milivojevic,Jeffery Schlupp,Julian Speroni,James Tomkins,Andros Townsend,Wilfried Zaha,Hector Bellerin,Petr Cech,Calum Chambers,Sead Kolasinac,Laurent Koscielny,Alexandre Lacazette,Shkodran Mustafi,Mesut Ozil,Alexis Sanchez,Jack Wilshere,Granit Xhaka
g_1_MmCeJGYT,Manchester United,Southampton,30/12/2017,David de Gea,Phil Jones,Victor Lindelof,Jesse Lingard,Romelu Lukaku,Juan Mata,Nemanja Matic,Henrikh Mkhitaryan,Paul Pogba,Luke Shaw,Ashley Young,Sofiane Boufal,Wesley Hoedt,Pierre-Emile Højbjerg,Shane Long,Alex Mccarthy,Sam Mcqueen,Oriol Romeu,Jack Stephens,Dusan Tadic,James Ward-Prowse,Maya Yoshida
g_1_prLzOvKb,Bournemouth,Everton,30/12/2017,Nathan Ake,Asmir Begovic,Lewis Cook,Steve Cook,Simon Francis,Ryan Fraser,Dan Gosling,Jordon Ibe,Joshua King,Adam Smith,Callum Wilson,Dominic Calvert-Lewin,Idrissa Gueye,Phil Jagielka,Michael Keane,Jonjoe Kenny,Aaron Lennon,Cuco Martina,James Mccarthy,Jordan Pickford,Morgan Schneiderlin,Gylfi Sigurdsson
g_1_v5KvNbZ4,Chelsea,Stoke,30/12/2017,Marcos Alonso,Cesar Azpilicueta,Gary Cahill,Thibaut Courtois,Daniel Drinkwater,N'Golo Kanté,Alvaro Morata,Victor Moses,Pedro,Antonio Rudiger,Willian,Charles Adam,Ibrahim Afellay,Saido Berahino,Jack Butland,Geoff Cameron,Mame Diouf,Thomas Edwards,Darren Fletcher,Ramadan Sobhi,Josh Tymon,Kevin Wimmer
g_1_zXDmLx4H,Huddersfield,Burnley,30/12/2017,Laurent Depoitre,Florent Hadergjonaj,Jonathan Hogg,Tom Ince,Mathias Jorgensen,Jonas Lossl,Scott Malone,Aaron Mooy,Collin Quaner,Christopher Schindler,Rajiv van La Parra,Scott Arfield,Phillip Bardsley,Ashley Barnes,Jack Cork,Steven Defour,Johann Gudmundsson,Jeff Hendrick,Kevin Long,Ben Mee,Nick Pope,Charlie Taylor
g_1_ENCiKdJN,Liverpool,Leicester,30/12/2017,Emre Can,Coutinho,Roberto Firmino,Joe Gomez,Loris Karius,Dejan Lovren,Sadio Mane,Joel Matip,James Milner,Andrew Robertson,Mohamed Salah,Marc Albrighton,Daniel Amartey,Christian Fuchs,Demarai Gray,Vicente Iborra,Harry Maguire,Riyad Mahrez,Wes Morgan,Wilfred Ndidi,Kasper Schmeichel,Jamie Vardy
g_1_OdbNEzso,Newcastle,Brighton,30/12/2017,Christian Atsu,Ciaran Clark,Karl Darlow,Paul Dummett,Dwight Gayle,Isaac Hayden,Joselu,Jamaal Lascelles,Mikel Merino,Matt Ritchie,Deandre Yedlin,Gaetan Bong,Shane Duffy,Lewis Dunk,Pascal Gross,Anthony Knockaert,Solomon March,Glenn Murray,Davy Propper,Mathew Ryan,Bruno Saltor,Dale Stephens
g_1_fHt5jLaJ,Watford,Swansea,30/12/2017,Andre Carrillo,Tom Cleverley,Abdoulaye Doucoure,Heurelho Gomes,Daryl Janmaat,Christian Kabasele,Stefano Okaka,Richarlison,Molla Wague,Ben Watson,Marvin Zeegelaar,Tammy Abraham,Jordan Ayew,Thomas Carroll,Sam Clucas,Lukasz Fabianski,Federico Fernandez,Alfie Mawson,Roque Mesa,Kyle Naughton,Martin Olsson,Renato Sanches
g_1_v5tAxvZi,West Brom,Arsenal,31/12/2017,Gareth Barry,Chris Brunt,Craig Dawson,Jonny Evans,Ben Foster,Kieran Gibbs,Ahmed Hegazy,Jake Livermore,Matt Phillips,Hal Robson-Kanu,Jay Rodriguez,Hector Bellerin,Petr Cech,Calum Chambers,Alex Iwobi,Sead Kolasinac,Laurent Koscielny,Alexandre Lacazette,Shkodran Mustafi,Alexis Sanchez,Jack Wilshere,Granit Xhaka
g_1_h8OrMIlB,Crystal Palace,Manchester City,31/12/2017,Christian Benteke,Yohan Cabaye,Scott Dann,Timothy Fosu-Mensah,Wayne Hennessey,Luka Milivojevic,Jairo Riedewald,James Tomkins,Andros Townsend,Patrick van Aanholt,Wilfried Zaha,Danilo,Kevin De Bruyne,Ederson,Fernandinho,Jesus Gabriel,Ilkay Gundogan,Eliaquim Mangala,Nicolas Otamendi,Leroy Sane,Bernardo Silva,Kyle Walker
g_1_t81LhBtm,Everton,Manchester United,01/01/2018,Yannick Bolasie,Tom Davies,Mason Holgate,Michael Keane,Cuco Martina,Oumar Niasse,Jordan Pickford,Wayne Rooney,Morgan Schneiderlin,Nikola Vlasic,Ashley Williams,David de Gea,Ander Herrera,Phil Jones,Victor Lindelof,Jesse Lingard,Anthony Martial,Juan Mata,Nemanja Matic,Paul Pogba,Marcos Rojo,Luke Shaw
g_1_UXcHgiRt,Burnley,Liverpool,01/01/2018,Scott Arfield,Phillip Bardsley,Ashley Barnes,Jack Cork,Steven Defour,Johann Gudmundsson,Jeff Hendrick,Ben Mee,Nick Pope,James Tarkowski,Charlie Taylor,Trent Alexander-Arnold,Emre Can,Joe Gomez,Ragnar Klavan,Adam Lallana,Dejan Lovren,Sadio Mane,Simon Mignolet,Alex Oxlade-Chamberlain,Dominic Solanke,Georginio Wijnaldum
g_1_OWjQiVeg,Leicester,Huddersfield,01/01/2018,Marc Albrighton,Daniel Amartey,Christian Fuchs,Matthew James,Harry Maguire,Riyad Mahrez,Wes Morgan,Wilfred Ndidi,Shinji Okazaki,Kasper Schmeichel,Islam Slimani,Tom Ince,Mathias Jorgensen,Joe Lolley,Jonas Lossl,Chris Lowe,Aaron Mooy,Steve Mounie,Christopher Schindler,Tom Smith,Rajiv van La Parra,Daniel Williams
g_1_AmgxkTuC,Stoke,Newcastle,01/01/2018,Charles Adam,Joe Allen,Jack Butland,Geoff Cameron,Eric Maxim Choupo-Moting,Peter Crouch,Thomas Edwards,Erik Pieters,Xherdan Shaqiri,Kevin Wimmer,Kurt Zouma,Christian Atsu,Ciaran Clark,Karl Darlow,Mohamed Diame,Jamaal Lascelles,Javier Manquillo,Jacob Murphy,Ayoze Perez,Matt Ritchie,Jonjo Shelvey,Deandre Yedlin
g_1_ChBkbXIP,Brighton,Bournemouth,01/01/2018,Shane Duffy,Lewis Dunk,Pascal Gross,Jose Izquierdo,Anthony Knockaert,Glenn Murray,Davy Propper,Mathew Ryan,Ezequiel Schelotto,Dale Stephens,Markus Suttner,Benik Afobe,Harry Arter,Asmir Begovic,Lewis Cook,Steve Cook,Charlie Daniels,Simon Francis,Jordon Ibe,Marc Pugh,Adam Smith,Callum Wilson
g_1_2NkUjkBa,Manchester City,Watford,02/01/2018,Sergio Aguero,Kevin De Bruyne,Fabian Delph,Ederson,Fernandinho,Nicolas Otamendi,Leroy Sane,David Silva,Raheem Sterling,John Stones,Kyle Walker,Etienne Capoue,Andre Carrillo,Abdoulaye Doucoure,Heurelho Gomes,Andre Gray,Daryl Janmaat,Christian Kabasele,Richarlison,Molla Wague,Ben Watson,Marvin Zeegelaar
g_1_WdfYk9Q5,Southampton,Crystal Palace,02/01/2018,Ryan Bertrand,Sofiane Boufal,Pierre-Emile Højbjerg,Shane Long,Alex Mccarthy,Jeremy Pied,Oriol Romeu,Jack Stephens,Dusan Tadic,James Ward-Prowse,Maya Yoshida,Christian Benteke,Yohan Cabaye,Timothy Fosu-Mensah,Wayne Hennessey,Martin Kelly,James Mcarthur,Luka Milivojevic,Jeffery Schlupp,James Tomkins,Andros Townsend,Wilfried Zaha
g_1_hCrslmeI,Swansea,Tottenham,02/01/2018,Jordan Ayew,Thomas Carroll,Sam Clucas,Nathan Dyer,Lukasz Fabianski,Federico Fernandez,Alfie Mawson,Martin Olsson,Angel Rangel,Renato Sanches,Mike van der Hoorn,Dele Alli,Ben Davies,Eric Dier,Christian Eriksen,Erik Lamela,Fernando Llorente,Hugo Lloris,Davinson Sanchez,Son Heung-min,Kieran Trippier,Jan Vertonghen
g_1_6Fnom7AO,West Ham,West Brom,02/01/2018,Adrian,Marko Arnautovic,Andrew Carroll,Aaron Cresswell,Cheikhou Kouyate,Manuel Lanzini,Arthur Masuaku,Pedro Obiang,Angelo Ogbonna,Winston Reid,Pablo Zabaleta,Craig Dawson,Jonny Evans,Ben Foster,Kieran Gibbs,Ahmed Hegazy,Grzegorz Krychowiak,Jake Livermore,James Mcclean,Jay Rodriguez,Salomon Rondon,Claudio Yacob
g_1_Y1CoaD3J,Arsenal,Chelsea,03/01/2018,Hector Bellerin,Petr Cech,Calum Chambers,Rob Holding,Alexandre Lacazette,Ainsley Maitland-Niles,Shkodran Mustafi,Mesut Ozil,Alexis Sanchez,Jack Wilshere,Granit Xhaka,Marcos Alonso,Cesar Azpilicueta,Tiemoue Bakayoko,Gary Cahill,Andreas Christensen,Thibaut Courtois,Cesc Fabregas,Eden Hazard,N'Golo Kanté,Alvaro Morata,Victor Moses
g_1_Q1x6wKJo,Tottenham,West Ham,04/01/2018,Dele Alli,Serge Aurier,Ben Davies,Eric Dier,Christian Eriksen,Harry Kane,Hugo Lloris,Davinson Sanchez,Moussa Sissoko,Son Heung-min,Jan Vertonghen,Adrian,Chicharito,Cheikhou Kouyate,Manuel Lanzini,Arthur Masuaku,Mark Noble,Pedro Obiang,Angelo Ogbonna,Winston Reid,Declan Rice,Pablo Zabaleta
g_1_6ZS0SgBp,Tottenham,Everton,13/01/2018,Dele Alli,Serge Aurier,Ben Davies,Mousa Dembele,Eric Dier,Christian Eriksen,Harry Kane,Hugo Lloris,Davinson Sanchez,Son Heung-min,Jan Vertonghen,Yannick Bolasie,Idrissa Gueye,Mason Holgate,Phil Jagielka,Jonjoe Kenny,Cuco Martina,James Mccarthy,Jordan Pickford,Wayne Rooney,Gylfi Sigurdsson,Cenk Tosun
g_1_CIvIzI34,Chelsea,Leicester,13/01/2018,Marcos Alonso,Cesar Azpilicueta,Tiemoue Bakayoko,Gary Cahill,Thibaut Courtois,Cesc Fabregas,Eden Hazard,kante-n-golo,Alvaro Morata,Victor Moses,Antonio Rudiger,Marc Albrighton,Daniel Amartey,Benjamin Chilwell,Aleksandar Dragovic,Matthew James,Harry Maguire,Riyad Mahrez,Wilfred Ndidi,Shinji Okazaki,Kasper Schmeichel,Jamie Vardy
g_1_UgZMZyJA,Crystal Palace,Burnley,13/01/2018,Christian Benteke,Timothy Fosu-Mensah,Wayne Hennessey,Martin Kelly,James Mcarthur,Luka Milivojevic,Jairo Riedewald,Bakary Sako,James Tomkins,Patrick van Aanholt,Wilfried Zaha,Phillip Bardsley,Ashley Barnes,Jack Cork,Steven Defour,Johann Gudmundsson,Jeff Hendrick,Ben Mee,Nick Pope,James Tarkowski,Charlie Taylor,Sam Vokes
g_1_8pYQYeYG,Huddersfield,West Ham,13/01/2018,Laurent Depoitre,Jonathan Hogg,Tom Ince,Mathias Jorgensen,Joe Lolley,Jonas Lossl,Scott Malone,Aaron Mooy,Christopher Schindler,Tom Smith,Rajiv van La Parra,Adrian,Marko Arnautovic,James Collins,Aaron Cresswell,Cheikhou Kouyate,Manuel Lanzini,Arthur Masuaku,Mark Noble,Pedro Obiang,Angelo Ogbonna,Pablo Zabaleta
g_1_KIzTBjmP,Newcastle,Swansea,13/01/2018,Christian Atsu,Ciaran Clark,Karl Darlow,Mohamed Diame,Paul Dummett,Dwight Gayle,Jamaal Lascelles,Ayoze Perez,Matt Ritchie,Jonjo Shelvey,Deandre Yedlin,Jordan Ayew,Kyle Bartley,Thomas Carroll,Sam Clucas,Nathan Dyer,Lukasz Fabianski,Ki Sung-yueng,Alfie Mawson,Oliver Mcburnie,Martin Olsson,Mike van der Hoorn
g_1_pQR4RDQj,Watford,Southampton,13/01/2018,Andre Carrillo,Tom Cleverley,Abdoulaye Doucoure,Heurelho Gomes,Andre Gray,Daryl Janmaat,Christian Kabasele,Richarlison,Molla Wague,Ben Watson,Marvin Zeegelaar,Ryan Bertrand,Steven Davis,Wesley Hoedt,Pierre-Emile Højbjerg,Shane Long,Alex Mccarthy,Oriol Romeu,Cedric Soares,Jack Stephens,Dusan Tadic,James Ward-Prowse
g_1_YuLnjc3i,West Brom,Brighton,13/01/2018,Gareth Barry,Chris Brunt,Craig Dawson,Jonny Evans,Ben Foster,Kieran Gibbs,Ahmed Hegazy,Grzegorz Krychowiak,Matt Phillips,Jay Rodriguez,Salomon Rondon,Gaetan Bong,Shane Duffy,Lewis Dunk,Pascal Gross,Jose Izquierdo,Anthony Knockaert,Glenn Murray,Davy Propper,Mathew Ryan,Bruno Saltor,Dale Stephens
g_1_27XUXFmN,Liverpool,Manchester City,14/01/2018,Emre Can,Roberto Firmino,Joe Gomez,Loris Karius,Dejan Lovren,Sadio Mane,Joel Matip,Alex Oxlade-Chamberlain,Andrew Robertson,Mohamed Salah,Georginio Wijnaldum,Sergio Aguero,Kevin De Bruyne,Fabian Delph,Ederson,Fernandinho,Ilkay Gundogan,Nicolas Otamendi,Leroy Sane,Raheem Sterling,John Stones,Kyle Walker
g_1_YRuEyblb,Bournemouth,Arsenal,14/01/2018,Nathan Ake,Asmir Begovic,Lewis Cook,Steve Cook,Charlie Daniels,Simon Francis,Ryan Fraser,Dan Gosling,Jordon Ibe,Adam Smith,Callum Wilson,Hector Bellerin,Petr Cech,Calum Chambers,Rob Holding,Alex Iwobi,Alexandre Lacazette,Ainsley Maitland-Niles,Shkodran Mustafi,Danny Welbeck,Jack Wilshere,Granit Xhaka
g_1_0hjYWZ2T,Manchester United,Stoke,15/01/2018,David de Gea,Phil Jones,Jesse Lingard,Romelu Lukaku,Anthony Martial,Juan Mata,Nemanja Matic,Paul Pogba,Luke Shaw,Chris Smalling,Luis Valencia,Joe Allen,Moritz Bauer,Jack Butland,Eric Maxim Choupo-Moting,Peter Crouch,Darren Fletcher,Stephen Ireland,Bruno Martins Indi,Xherdan Shaqiri,Josh Tymon,Kurt Zouma
g_1_MNS4pgXS,Manchester City,Newcastle,20/01/2018,Sergio Aguero,Kevin De Bruyne,Ederson,Fernandinho,Nicolas Otamendi,Leroy Sane,David Silva,Raheem Sterling,John Stones,Kyle Walker,Oleksandr Zinchenko,Christian Atsu,Ciaran Clark,Karl Darlow,Mohamed Diame,Paul Dummett,Isaac Hayden,Joselu,Jamaal Lascelles,Javier Manquillo,Jacob Murphy,Jonjo Shelvey
g_1_CWJjkHIc,Arsenal,Crystal Palace,20/01/2018,Hector Bellerin,Petr Cech,Mohamed Elneny,Alex Iwobi,Laurent Koscielny,Alexandre Lacazette,Nacho Monreal,Shkodran Mustafi,Mesut Ozil,Jack Wilshere,Granit Xhaka,Christian Benteke,Yohan Cabaye,Timothy Fosu-Mensah,Wayne Hennessey,Martin Kelly,James Mcarthur,Luka Milivojevic,Bakary Sako,James Tomkins,Patrick van Aanholt,Wilfried Zaha
g_1_8bDamemA,Burnley,Manchester United,20/01/2018,Scott Arfield,Phillip Bardsley,Ashley Barnes,Jack Cork,Steven Defour,Johann Gudmundsson,Jeff Hendrick,Ben Mee,Nick Pope,James Tarkowski,Charlie Taylor,David de Gea,Phil Jones,Jesse Lingard,Romelu Lukaku,Anthony Martial,Juan Mata,Nemanja Matic,Paul Pogba,Chris Smalling,Luis Valencia,Ashley Young
g_1_2LC3nF2G,Everton,West Brom,20/01/2018,Mason Holgate,Jonjoe Kenny,Cuco Martina,James Mccarthy,Jordan Pickford,Morgan Schneiderlin,Gylfi Sigurdsson,Cenk Tosun,Nikola Vlasic,Theo Walcott,Ashley Williams,Gareth Barry,Chris Brunt,Craig Dawson,Jonny Evans,Ben Foster,Kieran Gibbs,Ahmed Hegazy,Grzegorz Krychowiak,Matt Phillips,Jay Rodriguez,Salomon Rondon
g_1_tCB7oZHM,Leicester,Watford,20/01/2018,Marc Albrighton,Daniel Amartey,Benjamin Chilwell,Aleksandar Dragovic,Matthew James,Harry Maguire,Riyad Mahrez,Wilfred Ndidi,Shinji Okazaki,Kasper Schmeichel,Jamie Vardy,Andre Carrillo,Troy Deeney,Abdoulaye Doucoure,Daryl Janmaat,Christian Kabasele,Orestis Karnezis,Roberto Pereyra,Richarlison,Molla Wague,Ben Watson,Marvin Zeegelaar
g_1_IgEzuXfj,Stoke,Huddersfield,20/01/2018,Charles Adam,Joe Allen,Moritz Bauer,Jack Butland,Eric Maxim Choupo-Moting,Mame Diouf,Darren Fletcher,Erik Pieters,Xherdan Shaqiri,Ryan Shawcross,Kurt Zouma,Florent Hadergjonaj,Jonathan Hogg,Tom Ince,Mathias Jorgensen,Jonas Lossl,Scott Malone,Aaron Mooy,Steve Mounie,Alex Pritchard,Christopher Schindler,Rajiv van La Parra
g_1_WdIvviAd,West Ham,Bournemouth,20/01/2018,Adrian,Marko Arnautovic,James Collins,Aaron Cresswell,Cheikhou Kouyate,Manuel Lanzini,Arthur Masuaku,Mark Noble,Pedro Obiang,Angelo Ogbonna,Pablo Zabaleta,Nathan Ake,Asmir Begovic,Lewis Cook,Steve Cook,Charlie Daniels,Simon Francis,Ryan Fraser,Dan Gosling,Jordon Ibe,Adam Smith,Callum Wilson
g_1_fe9elyY3,Brighton,Chelsea,20/01/2018,Shane Duffy,Lewis Dunk,Connor Goldson,Pascal Gross,Tomer Hemed,Solomon March,Davy Propper,Mathew Ryan,Ezequiel Schelotto,Dale Stephens,Markus Suttner,Marcos Alonso,Cesar Azpilicueta,Tiemoue Bakayoko,Michy Batshuayi,Wilfredo Caballero,Andreas Christensen,Eden Hazard,N'Golo Kanté,Victor Moses,Antonio Rudiger,Willian
g_1_OWEWuDup,Southampton,Tottenham,21/01/2018,Ryan Bertrand,Manolo Gabbiadini,Wesley Hoedt,Pierre-Emile Højbjerg,Mario Lemina,Alex Mccarthy,Oriol Romeu,Cedric Soares,Jack Stephens,Dusan Tadic,James Ward-Prowse,Dele Alli,Serge Aurier,Ben Davies,Mousa Dembele,Eric Dier,Harry Kane,Davinson Sanchez,Moussa Sissoko,Son Heung-min,Jan Vertonghen,Michel Vorm
g_1_MRMf7Aet,Swansea,Liverpool,22/01/2018,Jordan Ayew,Sam Clucas,Nathan Dyer,Lukasz Fabianski,Leroy Fer,Federico Fernandez,Ki Sung-yueng,Alfie Mawson,Kyle Naughton,Martin Olsson,Mike van der Hoorn,Emre Can,Roberto Firmino,Joe Gomez,Loris Karius,Sadio Mane,Joel Matip,Alex Oxlade-Chamberlain,Andrew Robertson,Mohamed Salah,Virgil van Dijk,Georginio Wijnaldum
g_1_2wvh6UAn,Huddersfield,Liverpool,30/01/2018,Philip Billing,Laurent Depoitre,Florent Hadergjonaj,Jonathan Hogg,Mathias Jorgensen,Terence Kongolo,Jonas Lossl,Chris Lowe,Aaron Mooy,Steve Mounie,Christopher Schindler,Emre Can,Roberto Firmino,Joe Gomez,Jordan Henderson,Loris Karius,Dejan Lovren,Sadio Mane,Joel Matip,James Milner,Andrew Robertson,Mohamed Salah
g_1_QBk8SlnO,Swansea,Arsenal,30/01/2018,Jordan Ayew,Sam Clucas,Nathan Dyer,Lukasz Fabianski,Leroy Fer,Federico Fernandez,Ki Sung-yueng,Alfie Mawson,Kyle Naughton,Martin Olsson,Mike van der Hoorn,Hector Bellerin,Petr Cech,Mohamed Elneny,Alex Iwobi,Laurent Koscielny,Alexandre Lacazette,Nacho Monreal,Shkodran Mustafi,Mesut Ozil,Aaron Ramsey,Granit Xhaka
