Game ID,Team 1 Name,Team 2 Name,Date,Home Player 1,Home Player 2,Home Player 3,Home Player 4,Home Player 5,Home Player 6,Home Player 7,Home Player 8,Home Player 9,Home Player 10,Home Player 11,Away Player 1,Away Player 2,Away Player 3,Away Player 4,Away Player 5,Away Player 6,Away Player 7,Away Player 8,Away Player 9,Away Player 10,Away Player 11
g_1_v9fSsKhs,Crystal Palace,Stoke,25/11/2017,Yohan Cabaye,Wayne Hennessey,Ruben Loftus-Cheek,James Mcarthur,Luka Milivojevic,Mamadou Sakho,Jeffery Schlupp,James Tomkins,Andros Townsend,Joel Ward,Wilfried Zaha,Joe Allen,Eric Maxim Choupo-Moting,Mame Diouf,Darren Fletcher,Lee Grant,Erik Pieters,Xherdan Shaqiri,Ryan Shawcross,Ramadan Sobhi,Kevin Wimmer,Kurt Zouma
g_1_ERnuuIx0,Manchester United,Brighton,25/11/2017,David de Gea,Victor Lindelof,Romelu Lukaku,Anthony Martial,Juan Mata,Nemanja Matic,Paul Pogba,Marcus Rashford,Chris Smalling,Luis Valencia,Ashley Young,Gaetan Bong,Shane Duffy,Lewis Dunk,Pascal Gross,Anthony Knockaert,Solomon March,Glenn Murray,Davy Propper,Mathew Ryan,Bruno Saltor,Dale Stephens
g_1_821rvxh6,Newcastle,Watford,25/11/2017,Ciaran Clark,Mohamed Diame,Rob Elliot,Dwight Gayle,Joselu,Florian Lejeune,Javier Manquillo,Jacob Murphy,Matt Ritchie,Jonjo Shelvey,Deandre Yedlin,Miguel Britos,Tom Cleverley,Abdoulaye Doucoure,Heurelho Gomes,Andre Gray,Will Hughes,Christian Kabasele,Kiko,Adrian Mariappa,Richarlison,Marvin Zeegelaar
g_1_8x0A1o8K,Swansea,Bournemouth,25/11/2017,Jordan Ayew,Wilfried Bony,Thomas Carroll,Lukasz Fabianski,Ki Sung-yueng,Alfie Mawson,Roque Mesa,Kyle Naughton,Martin Olsson,Renato Sanches,Mike van der Hoorn,Nathan Ake,Harry Arter,Asmir Begovic,Steve Cook,Charlie Daniels,Jordon Ibe,Joshua King,Marc Pugh,Adam Smith,Andrew Surman,Callum Wilson
g_1_UHkixGMI,Tottenham,West Brom,25/11/2017,Dele Alli,Ben Davies,Eric Dier,Christian Eriksen,Harry Kane,Hugo Lloris,Davinson Sanchez,son-heung-min,Kieran Trippier,Jan Vertonghen,Harry Winks,Gareth Barry,Jonny Evans,Sam Field,Ben Foster,Kieran Gibbs,Ahmed Hegazy,Jake Livermore,Allan Nyom,Matt Phillips,Jay Rodriguez,Salomon Rondon
g_1_hCbWtv8m,Huddersfield,Manchester City,26/11/2017,Laurent Depoitre,Jonathan Hogg,Tom Ince,Mathias Jorgensen,Jonas Lossl,Scott Malone,Aaron Mooy,Christopher Schindler,Tom Smith,Rajiv van La Parra,Daniel Williams,Sergio Aguero,Kevin De Bruyne,Fabian Delph,Ederson,Fernandinho,Vincent Kompany,Nicolas Otamendi,Leroy Sane,David Silva,Raheem Sterling,Kyle Walker
g_1_MT70n0pQ,Burnley,Arsenal,26/11/2017,Ashley Barnes,Robbie Brady,Jack Cork,Steven Defour,Johann Gudmundsson,Jeff Hendrick,Matthew Lowton,Ben Mee,Nick Pope,James Tarkowski,Stephen Ward,Hector Bellerin,Petr Cech,Alex Iwobi,Sead Kolasinac,Laurent Koscielny,Alexandre Lacazette,Nacho Monreal,Shkodran Mustafi,Aaron Ramsey,Alexis Sanchez,Granit Xhaka
g_1_ng0nwd7C,Southampton,Everton,26/11/2017,Charlie Austin,Ryan Bertrand,Sofiane Boufal,Steven Davis,Fraser Forster,Wesley Hoedt,Pierre-Emile Højbjerg,Cedric Soares,Dusan Tadic,Virgil van Dijk,James Ward-Prowse,Leighton Baines,Dominic Calvert-Lewin,Idrissa Gueye,Phil Jagielka,Michael Keane,Jonjoe Kenny,Aaron Lennon,Kevin Mirallas,Jordan Pickford,Morgan Schneiderlin,Gylfi Sigurdsson
g_1_lMMHhy7a,Watford,Manchester United,28/11/2017,Tom Cleverley,Abdoulaye Doucoure,Heurelho Gomes,Andre Gray,Will Hughes,Christian Kabasele,Kiko,Adrian Mariappa,Sebastian Prodl,Richarlison,Marvin Zeegelaar,David de Gea,Victor Lindelof,Jesse Lingard,Romelu Lukaku,Anthony Martial,Nemanja Matic,Paul Pogba,Marcos Rojo,Chris Smalling,Luis Valencia,Ashley Young
g_1_0dQLieM5,West Brom,Newcastle,28/11/2017,Gareth Barry,Jonny Evans,Sam Field,Ben Foster,Kieran Gibbs,Ahmed Hegazy,Jake Livermore,Allan Nyom,Matt Phillips,Hal Robson-Kanu,Salomon Rondon,Ciaran Clark,Karl Darlow,Isaac Hayden,Joselu,Florian Lejeune,Chancel Mbemba,Mikel Merino,Jacob Murphy,Ayoze Perez,Matt Ritchie,Deandre Yedlin
g_1_G8O9fcxm,Brighton,Crystal Palace,28/11/2017,Shane Duffy,Lewis Dunk,Pascal Gross,Jose Izquierdo,Anthony Knockaert,Glenn Murray,Davy Propper,Mathew Ryan,Bruno Saltor,Dale Stephens,Markus Suttner,Christian Benteke,Yohan Cabaye,Wayne Hennessey,Ruben Loftus-Cheek,Luka Milivojevic,Mamadou Sakho,Jeffery Schlupp,James Tomkins,Andros Townsend,Joel Ward,Wilfried Zaha
g_1_faNDgHig,Leicester,Tottenham,28/11/2017,Marc Albrighton,Benjamin Chilwell,Vicente Iborra,Harry Maguire,Riyad Mahrez,Wes Morgan,Wilfred Ndidi,Shinji Okazaki,Kasper Schmeichel,Danny Simpson,Jamie Vardy,Dele Alli,Serge Aurier,Mousa Dembele,Eric Dier,Christian Eriksen,Harry Kane,Hugo Lloris,Danny Rose,Davinson Sanchez,Moussa Sissoko,Jan Vertonghen
g_1_rLFQjFyC,Everton,West Ham,29/11/2017,Dominic Calvert-Lewin,Tom Davies,Idrissa Gueye,Mason Holgate,Jonjoe Kenny,Aaron Lennon,Cuco Martina,Jordan Pickford,Wayne Rooney,Gylfi Sigurdsson,Ashley Williams,Marko Arnautovic,Andre Ayew,Aaron Cresswell,Joe Hart,Cheikhou Kouyate,Manuel Lanzini,Arthur Masuaku,Pedro Obiang,Angelo Ogbonna,Winston Reid,Pablo Zabaleta
g_1_MBEUkZjI,Manchester City,Southampton,29/11/2017,Sergio Aguero,Kevin De Bruyne,Fabian Delph,Ederson,Fernandinho,Jesus Gabriel,Ilkay Gundogan,Vincent Kompany,Nicolas Otamendi,Raheem Sterling,Kyle Walker,Ryan Bertrand,Fraser Forster,Wesley Hoedt,Pierre-Emile Højbjerg,Mario Lemina,Shane Long,Nathan Redmond,Oriol Romeu,Cedric Soares,Virgil van Dijk,Maya Yoshida
g_1_lKsbY6Lp,Stoke,Liverpool,29/11/2017,Joe Allen,Eric Maxim Choupo-Moting,Peter Crouch,Mame Diouf,Darren Fletcher,Lee Grant,Bruno Martins Indi,Erik Pieters,Xherdan Shaqiri,Ryan Shawcross,Kurt Zouma,Emre Can,Roberto Firmino,Joe Gomez,Dejan Lovren,Sadio Mane,Joel Matip,Simon Mignolet,Alberto Moreno,Alex Oxlade-Chamberlain,Dominic Solanke,Georginio Wijnaldum
g_1_bXT4ewNt,Arsenal,Huddersfield,29/11/2017,Hector Bellerin,Petr Cech,Sead Kolasinac,Laurent Koscielny,Alexandre Lacazette,Nacho Monreal,Shkodran Mustafi,Mesut Ozil,Aaron Ramsey,Alexis Sanchez,Granit Xhaka,Martin Cranie,Florent Hadergjonaj,Jonathan Hogg,Mathias Jorgensen,Elias Kachunga,Jonas Lossl,Chris Lowe,Aaron Mooy,Steve Mounie,Collin Quaner,Christopher Schindler
g_1_dOsw0JEP,Bournemouth,Burnley,29/11/2017,Nathan Ake,Harry Arter,Asmir Begovic,Steve Cook,Charlie Daniels,Simon Francis,Jordon Ibe,Joshua King,Marc Pugh,Andrew Surman,Callum Wilson,Phillip Bardsley,Robbie Brady,Jack Cork,Steven Defour,Johann Gudmundsson,Jeff Hendrick,Ben Mee,Nick Pope,James Tarkowski,Stephen Ward,Chris Wood
g_1_j1kF05NQ,Chelsea,Swansea,29/11/2017,Marcos Alonso,Gary Cahill,Andreas Christensen,Thibaut Courtois,Cesc Fabregas,N'Golo Kanté,Alvaro Morata,Pedro,Antonio Rudiger,Willian,Davide Zappacosta,Jordan Ayew,Wilfried Bony,Thomas Carroll,Lukasz Fabianski,Ki Sung-yueng,Alfie Mawson,Roque Mesa,Kyle Naughton,Martin Olsson,Renato Sanches,Mike van der Hoorn
g_1_Wr7rtJvi,Arsenal,Manchester United,02/12/2017,Hector Bellerin,Petr Cech,Sead Kolasinac,Laurent Koscielny,Alexandre Lacazette,Nacho Monreal,Shkodran Mustafi,Mesut Ozil,Aaron Ramsey,Alexis Sanchez,Granit Xhaka,David de Gea,Victor Lindelof,Jesse Lingard,Romelu Lukaku,Anthony Martial,Nemanja Matic,Paul Pogba,Marcos Rojo,Chris Smalling,Luis Valencia,Ashley Young
g_1_pnBnuwfc,Brighton,Liverpool,02/12/2017,Gaetan Bong,Isaiah Brown,Shane Duffy,Lewis Dunk,Pascal Gross,Anthony Knockaert,Glenn Murray,Davy Propper,Mathew Ryan,Bruno Saltor,Dale Stephens,Trent Alexander-Arnold,Emre Can,Coutinho,Roberto Firmino,Jordan Henderson,Dejan Lovren,Simon Mignolet,James Milner,Andrew Robertson,Mohamed Salah,Georginio Wijnaldum
g_1_Ia9fwHO9,Everton,Huddersfield,02/12/2017,Dominic Calvert-Lewin,Tom Davies,Idrissa Gueye,Mason Holgate,Jonjoe Kenny,Aaron Lennon,Cuco Martina,Jordan Pickford,Wayne Rooney,Gylfi Sigurdsson,Ashley Williams,Laurent Depoitre,Tom Ince,Mathias Jorgensen,Elias Kachunga,Jonas Lossl,Scott Malone,Aaron Mooy,Collin Quaner,Christopher Schindler,Tom Smith,Daniel Williams
g_1_bBQixyvG,Leicester,Burnley,02/12/2017,Marc Albrighton,Benjamin Chilwell,Demarai Gray,Vicente Iborra,Harry Maguire,Riyad Mahrez,Wes Morgan,Wilfred Ndidi,Kasper Schmeichel,Danny Simpson,Jamie Vardy,Phillip Bardsley,Robbie Brady,Jack Cork,Steven Defour,Johann Gudmundsson,Jeff Hendrick,Ben Mee,Nick Pope,James Tarkowski,Stephen Ward,Chris Wood
g_1_hAysdPVs,Stoke,Swansea,02/12/2017,Joe Allen,Jack Butland,Eric Maxim Choupo-Moting,Peter Crouch,Mame Diouf,Darren Fletcher,Bruno Martins Indi,Erik Pieters,Xherdan Shaqiri,Ryan Shawcross,Kurt Zouma,Tammy Abraham,Jordan Ayew,Wilfried Bony,Sam Clucas,Lukasz Fabianski,Leroy Fer,Ki Sung-yueng,Alfie Mawson,Kyle Naughton,Martin Olsson,Mike van der Hoorn
g_1_WOOazF8S,Watford,Tottenham,02/12/2017,Tom Cleverley,Troy Deeney,Abdoulaye Doucoure,Heurelho Gomes,Christian Kabasele,Kiko,Adrian Mariappa,Roberto Pereyra,Sebastian Prodl,Richarlison,Marvin Zeegelaar,Dele Alli,Ben Davies,Mousa Dembele,Eric Dier,Christian Eriksen,Harry Kane,Hugo Lloris,Davinson Sanchez,Son Heung-min,Kieran Trippier,Jan Vertonghen
g_1_8pGRVYGq,West Brom,Crystal Palace,02/12/2017,Gareth Barry,Jonny Evans,Sam Field,Ben Foster,Kieran Gibbs,Ahmed Hegazy,Jake Livermore,Allan Nyom,Hal Robson-Kanu,Jay Rodriguez,Salomon Rondon,Christian Benteke,Martin Kelly,Ruben Loftus-Cheek,James Mcarthur,Luka Milivojevic,Mamadou Sakho,Jeffery Schlupp,Julian Speroni,Andros Townsend,Joel Ward,Wilfried Zaha
g_1_v9Ajvc93,Chelsea,Newcastle,02/12/2017,Marcos Alonso,Cesar Azpilicueta,Andreas Christensen,Thibaut Courtois,Daniel Drinkwater,Cesc Fabregas,Eden Hazard,kante-n-golo,Alvaro Morata,Victor Moses,Antonio Rudiger,Ciaran Clark,Karl Darlow,Mohamed Diame,Dwight Gayle,Florian Lejeune,Javier Manquillo,Chancel Mbemba,Mikel Merino,Jacob Murphy,Ayoze Perez,Matt Ritchie
g_1_x2PeyegM,Manchester City,West Ham,03/12/2017,Sergio Aguero,Danilo,Kevin De Bruyne,Fabian Delph,Ederson,Eliaquim Mangala,Nicolas Otamendi,Leroy Sane,David Silva,Raheem Sterling,Kyle Walker,Adrian,Michail Antonio,Aaron Cresswell,Edimilson Fernandes,Cheikhou Kouyate,Manuel Lanzini,Arthur Masuaku,Pedro Obiang,Angelo Ogbonna,Declan Rice,Pablo Zabaleta
g_1_SAt2XQzi,Bournemouth,Southampton,03/12/2017,Nathan Ake,Asmir Begovic,Lewis Cook,Charlie Daniels,Jermain Defoe,Simon Francis,Ryan Fraser,Joshua King,Adam Smith,Junior Stanislas,Andrew Surman,Charlie Austin,Ryan Bertrand,Sofiane Boufal,Steven Davis,Fraser Forster,Wesley Hoedt,Jeremy Pied,Oriol Romeu,Dusan Tadic,Virgil van Dijk,James Ward-Prowse
g_1_xG4Ukf8F,Newcastle,Leicester,09/12/2017,Ciaran Clark,Karl Darlow,Dwight Gayle,Isaac Hayden,Joselu,Florian Lejeune,Javier Manquillo,Mikel Merino,Jacob Murphy,Matt Ritchie,Deandre Yedlin,Marc Albrighton,Benjamin Chilwell,Demarai Gray,Vicente Iborra,Harry Maguire,Riyad Mahrez,Wes Morgan,Wilfred Ndidi,Kasper Schmeichel,Danny Simpson,Jamie Vardy
g_1_j95WUhWk,Burnley,Watford,09/12/2017,Scott Arfield,Phillip Bardsley,Jack Cork,Steven Defour,Johann Gudmundsson,Jeff Hendrick,Kevin Long,Nick Pope,James Tarkowski,Stephen Ward,Chris Wood,Andre Carrillo,Tom Cleverley,Troy Deeney,Abdoulaye Doucoure,Heurelho Gomes,Daryl Janmaat,Christian Kabasele,Adrian Mariappa,Roberto Pereyra,Richarlison,Marvin Zeegelaar
g_1_Ua4zUCod,Crystal Palace,Bournemouth,09/12/2017,Christian Benteke,Yohan Cabaye,Timothy Fosu-Mensah,Ruben Loftus-Cheek,Luka Milivojevic,Mamadou Sakho,Jeffery Schlupp,Julian Speroni,James Tomkins,Andros Townsend,Wilfried Zaha,Nathan Ake,Asmir Begovic,Lewis Cook,Steve Cook,Charlie Daniels,Jermain Defoe,Simon Francis,Ryan Fraser,Joshua King,Junior Stanislas,Andrew Surman
g_1_IFcIhdOd,Huddersfield,Brighton,09/12/2017,Jonathan Hogg,Tom Ince,Mathias Jorgensen,Elias Kachunga,Jonas Lossl,Chris Lowe,Aaron Mooy,Steve Mounie,Collin Quaner,Christopher Schindler,Tom Smith,Isaiah Brown,Shane Duffy,Lewis Dunk,Pascal Gross,Glenn Murray,Davy Propper,Mathew Ryan,Bruno Saltor,Ezequiel Schelotto,Dale Stephens,Markus Suttner
g_1_nojpeqol,Swansea,West Brom,09/12/2017,Wilfried Bony,Thomas Carroll,Nathan Dyer,Lukasz Fabianski,Ki Sung-yueng,Alfie Mawson,Roque Mesa,Kyle Naughton,Martin Olsson,Wayne Routledge,Mike van der Hoorn,Jonny Evans,Sam Field,Ben Foster,Kieran Gibbs,Ahmed Hegazy,Jake Livermore,Allan Nyom,Hal Robson-Kanu,Jay Rodriguez,Salomon Rondon,Claudio Yacob
g_1_AT2xlYxS,Tottenham,Stoke,09/12/2017,Dele Alli,Ben Davies,Mousa Dembele,Eric Dier,Christian Eriksen,Harry Kane,Hugo Lloris,son-heung-min,Kieran Trippier,Jan Vertonghen,Harry Winks,Joe Allen,Jack Butland,Eric Maxim Choupo-Moting,Mame Diouf,Thomas Edwards,Darren Fletcher,Erik Pieters,Xherdan Shaqiri,Ryan Shawcross,Kevin Wimmer,Kurt Zouma
g_1_jNp5qhoq,West Ham,Chelsea,09/12/2017,Adrian,Michail Antonio,Marko Arnautovic,Aaron Cresswell,Manuel Lanzini,Arthur Masuaku,Mark Noble,Pedro Obiang,Angelo Ogbonna,Winston Reid,Pablo Zabaleta,Marcos Alonso,Cesar Azpilicueta,Tiemoue Bakayoko,Gary Cahill,Andreas Christensen,Thibaut Courtois,Cesc Fabregas,Eden Hazard,N'Golo Kanté,Alvaro Morata,Davide Zappacosta
g_1_vVoRjzg9,Manchester United,Manchester City,10/12/2017,David de Gea,Ander Herrera,Jesse Lingard,Romelu Lukaku,Anthony Martial,Nemanja Matic,Marcus Rashford,Marcos Rojo,Chris Smalling,Luis Valencia,Ashley Young,Kevin De Bruyne,Fabian Delph,Ederson,Fernandinho,Jesus Gabriel,Vincent Kompany,Nicolas Otamendi,Leroy Sane,David Silva,Raheem Sterling,Kyle Walker
g_1_d6dMiGw3,Liverpool,Everton,10/12/2017,Joe Gomez,Jordan Henderson,Ragnar Klavan,Dejan Lovren,Sadio Mane,Simon Mignolet,James Milner,Alex Oxlade-Chamberlain,Andrew Robertson,Mohamed Salah,Dominic Solanke,Dominic Calvert-Lewin,Tom Davies,Idrissa Gueye,Mason Holgate,Jonjoe Kenny,Cuco Martina,Oumar Niasse,Jordan Pickford,Wayne Rooney,Gylfi Sigurdsson,Ashley Williams
g_1_Wx4YlENL,Southampton,Arsenal,10/12/2017,Charlie Austin,Ryan Bertrand,Fraser Forster,Pierre-Emile Højbjerg,Nathan Redmond,Oriol Romeu,Jack Stephens,Dusan Tadic,Virgil van Dijk,James Ward-Prowse,Maya Yoshida,Hector Bellerin,Petr Cech,Sead Kolasinac,Laurent Koscielny,Alexandre Lacazette,Per Mertesacker,Nacho Monreal,Mesut Ozil,Aaron Ramsey,Alexis Sanchez,Granit Xhaka
g_1_OzqDsWFe,Crystal Palace,Watford,12/12/2017,Christian Benteke,Yohan Cabaye,Scott Dann,Timothy Fosu-Mensah,Ruben Loftus-Cheek,Luka Milivojevic,Jeffery Schlupp,Julian Speroni,James Tomkins,Andros Townsend,Wilfried Zaha,Andre Carrillo,Tom Cleverley,Troy Deeney,Abdoulaye Doucoure,Heurelho Gomes,Jose Holebas,Daryl Janmaat,Christian Kabasele,Adrian Mariappa,Sebastian Prodl,Richarlison
g_1_xvmHtjV1,Huddersfield,Chelsea,12/12/2017,Jonathan Hogg,Tom Ince,Mathias Jorgensen,Elias Kachunga,Jonas Lossl,Chris Lowe,Aaron Mooy,Steve Mounie,Christopher Schindler,Tom Smith,Daniel Williams,Marcos Alonso,Cesar Azpilicueta,Tiemoue Bakayoko,Andreas Christensen,Thibaut Courtois,Eden Hazard,N'Golo Kanté,Victor Moses,Pedro,Antonio Rudiger,Willian
g_1_UDq9rC0k,Burnley,Stoke,12/12/2017,Scott Arfield,Phillip Bardsley,Jack Cork,Steven Defour,Johann Gudmundsson,Jeff Hendrick,Kevin Long,Nick Pope,James Tarkowski,Stephen Ward,Chris Wood,Joe Allen,Jack Butland,Geoff Cameron,Peter Crouch,Mame Diouf,Darren Fletcher,Erik Pieters,Xherdan Shaqiri,Ryan Shawcross,Ramadan Sobhi,Kurt Zouma
g_1_QaP73DxF,Liverpool,West Brom,13/12/2017,Trent Alexander-Arnold,Emre Can,Coutinho,Roberto Firmino,Loris Karius,Ragnar Klavan,Dejan Lovren,Sadio Mane,Andrew Robertson,Mohamed Salah,Georginio Wijnaldum,Jonny Evans,Ben Foster,Kieran Gibbs,Ahmed Hegazy,Grzegorz Krychowiak,Jake Livermore,James Mcclean,Allan Nyom,Hal Robson-Kanu,Salomon Rondon,Claudio Yacob
g_1_vqRa5Z72,Manchester United,Bournemouth,13/12/2017,David de Gea,Phil Jones,Jesse Lingard,Romelu Lukaku,Anthony Martial,Juan Mata,Nemanja Matic,Scott Mctominay,Luke Shaw,Chris Smalling,Luis Valencia,Nathan Ake,Harry Arter,Asmir Begovic,Charlie Daniels,Simon Francis,Ryan Fraser,Dan Gosling,Joshua King,Adam Smith,Junior Stanislas,Callum Wilson
g_1_Oz5rcBFr,Tottenham,Brighton,13/12/2017,Serge Aurier,Eric Dier,Christian Eriksen,Harry Kane,Erik Lamela,Hugo Lloris,Danny Rose,Moussa Sissoko,Son Heung-min,Jan Vertonghen,Harry Winks,Gaetan Bong,Shane Duffy,Lewis Dunk,Tomer Hemed,Jose Izquierdo,Biram Kayal,Anthony Knockaert,Davy Propper,Mathew Ryan,Ezequiel Schelotto,Dale Stephens
g_1_IZP34gN8,West Ham,Arsenal,13/12/2017,Adrian,Michail Antonio,Marko Arnautovic,Aaron Cresswell,Manuel Lanzini,Arthur Masuaku,Mark Noble,Pedro Obiang,Angelo Ogbonna,Winston Reid,Pablo Zabaleta,Hector Bellerin,Petr Cech,Olivier Giroud,Alex Iwobi,Laurent Koscielny,Ainsley Maitland-Niles,Nacho Monreal,Mesut Ozil,Alexis Sanchez,Jack Wilshere,Granit Xhaka
g_1_4jOB2XiL,Newcastle,Everton,13/12/2017,Christian Atsu,Karl Darlow,Mohamed Diame,Dwight Gayle,Jamaal Lascelles,Florian Lejeune,Javier Manquillo,Mikel Merino,Matt Ritchie,Jonjo Shelvey,Deandre Yedlin,Dominic Calvert-Lewin,Idrissa Gueye,Mason Holgate,Jonjoe Kenny,Aaron Lennon,Cuco Martina,Jordan Pickford,Wayne Rooney,Morgan Schneiderlin,Gylfi Sigurdsson,Ashley Williams
g_1_nFDG1i7R,Southampton,Leicester,13/12/2017,Charlie Austin,Ryan Bertrand,Sofiane Boufal,Steven Davis,Fraser Forster,Mario Lemina,Oriol Romeu,Cedric Soares,Dusan Tadic,Virgil van Dijk,Maya Yoshida,Benjamin Chilwell,Christian Fuchs,Andy King,Harry Maguire,Riyad Mahrez,Wes Morgan,Wilfred Ndidi,Shinji Okazaki,Kasper Schmeichel,Danny Simpson,Jamie Vardy
g_1_Qyklf30f,Swansea,Manchester City,13/12/2017,Jordan Ayew,Wilfried Bony,Thomas Carroll,Nathan Dyer,Lukasz Fabianski,Ki Sung-yueng,Alfie Mawson,Roque Mesa,Kyle Naughton,Martin Olsson,Mike van der Hoorn,Sergio Aguero,Danilo,Kevin De Bruyne,Fabian Delph,Ederson,Fernandinho,Eliaquim Mangala,Nicolas Otamendi,Bernardo Silva,David Silva,Raheem Sterling
g_1_IgloHW6E,Manchester City,Tottenham,16/12/2017,Sergio Aguero,Kevin De Bruyne,Fabian Delph,Ederson,Fernandinho,Ilkay Gundogan,Eliaquim Mangala,Nicolas Otamendi,Leroy Sane,Raheem Sterling,Kyle Walker,Dele Alli,Mousa Dembele,Eric Dier,Christian Eriksen,Harry Kane,Hugo Lloris,Danny Rose,Son Heung-min,Kieran Trippier,Jan Vertonghen,Harry Winks
g_1_0IwjGjMK,Stoke,West Ham,16/12/2017,Joe Allen,Jack Butland,Geoff Cameron,Peter Crouch,Mame Diouf,Darren Fletcher,Erik Pieters,Xherdan Shaqiri,Ryan Shawcross,Ramadan Sobhi,Kevin Wimmer,Adrian,Michail Antonio,Marko Arnautovic,James Collins,Aaron Cresswell,Manuel Lanzini,Arthur Masuaku,Mark Noble,Pedro Obiang,Angelo Ogbonna,Pablo Zabaleta
g_1_dl3jekpe,Arsenal,Newcastle,16/12/2017,Hector Bellerin,Petr Cech,Alex Iwobi,Laurent Koscielny,Alexandre Lacazette,Ainsley Maitland-Niles,Nacho Monreal,Mesut Ozil,Alexis Sanchez,Jack Wilshere,Granit Xhaka,Christian Atsu,Rob Elliot,Isaac Hayden,Joselu,Jamaal Lascelles,Florian Lejeune,Javier Manquillo,Mikel Merino,Jacob Murphy,Ayoze Perez,Deandre Yedlin
g_1_EPcef9a1,Brighton,Burnley,16/12/2017,Gaetan Bong,Shane Duffy,Lewis Dunk,Pascal Gross,Anthony Knockaert,Solomon March,Glenn Murray,Davy Propper,Mathew Ryan,Bruno Saltor,Dale Stephens,Scott Arfield,Phillip Bardsley,Jack Cork,Steven Defour,Johann Gudmundsson,Jeff Hendrick,Ben Mee,Nick Pope,James Tarkowski,Charlie Taylor,Chris Wood
g_1_hGdagTE7,Chelsea,Southampton,16/12/2017,Marcos Alonso,Cesar Azpilicueta,Tiemoue Bakayoko,Gary Cahill,Andreas Christensen,Thibaut Courtois,Eden Hazard,kante-n-golo,Victor Moses,Pedro,Willian,Ryan Bertrand,Fraser Forster,Manolo Gabbiadini,Wesley Hoedt,Pierre-Emile Højbjerg,Nathan Redmond,Oriol Romeu,Cedric Soares,Jack Stephens,James Ward-Prowse,Maya Yoshida
g_1_v9xfFAyR,Watford,Huddersfield,16/12/2017,Etienne Capoue,Andre Carrillo,Troy Deeney,Abdoulaye Doucoure,Heurelho Gomes,Jose Holebas,Daryl Janmaat,Christian Kabasele,Adrian Mariappa,Sebastian Prodl,Richarlison,Laurent Depoitre,Florent Hadergjonaj,Jonathan Hogg,Mathias Jorgensen,Elias Kachunga,Jonas Lossl,Chris Lowe,Aaron Mooy,Collin Quaner,Christopher Schindler,Rajiv van La Parra
g_1_6JpsICi8,Leicester,Crystal Palace,16/12/2017,Marc Albrighton,Benjamin Chilwell,Demarai Gray,Vicente Iborra,Harry Maguire,Riyad Mahrez,Wes Morgan,Wilfred Ndidi,Kasper Schmeichel,Danny Simpson,Jamie Vardy,Christian Benteke,Yohan Cabaye,Scott Dann,Martin Kelly,Ruben Loftus-Cheek,James Mcarthur,Jeffery Schlupp,Julian Speroni,James Tomkins,Andros Townsend,Wilfried Zaha
g_1_Ic4ndVUl,Bournemouth,Liverpool,17/12/2017,Nathan Ake,Asmir Begovic,Lewis Cook,Charlie Daniels,Jermain Defoe,Simon Francis,Jordon Ibe,Joshua King,Marc Pugh,Adam Smith,Andrew Surman,Coutinho,Roberto Firmino,Joe Gomez,Jordan Henderson,Ragnar Klavan,Dejan Lovren,Simon Mignolet,Alex Oxlade-Chamberlain,Andrew Robertson,Mohamed Salah,Georginio Wijnaldum
g_1_W0ULAUqr,West Brom,Manchester United,17/12/2017,Oliver Burke,Jonny Evans,Ben Foster,Kieran Gibbs,Ahmed Hegazy,Grzegorz Krychowiak,Jake Livermore,James Mcclean,Allan Nyom,Salomon Rondon,Claudio Yacob,David de Gea,Ander Herrera,Phil Jones,Jesse Lingard,Romelu Lukaku,Juan Mata,Nemanja Matic,Marcus Rashford,Chris Smalling,Luis Valencia,Ashley Young
g_1_80vggNF0,Everton,Swansea,18/12/2017,Dominic Calvert-Lewin,Idrissa Gueye,Mason Holgate,Jonjoe Kenny,Aaron Lennon,Cuco Martina,Jordan Pickford,Wayne Rooney,Morgan Schneiderlin,Gylfi Sigurdsson,Ashley Williams,Wilfried Bony,Thomas Carroll,Nathan Dyer,Lukasz Fabianski,Leroy Fer,Federico Fernandez,Alfie Mawson,Roque Mesa,Luciano Narsingh,Kyle Naughton,Martin Olsson
g_1_AiTP9lal,Arsenal,Liverpool,22/12/2017,Hector Bellerin,Petr Cech,Alex Iwobi,Laurent Koscielny,Alexandre Lacazette,Ainsley Maitland-Niles,Nacho Monreal,Mesut Ozil,Alexis Sanchez,Jack Wilshere,Granit Xhaka,Emre Can,Coutinho,Roberto Firmino,Joe Gomez,Jordan Henderson,Ragnar Klavan,Dejan Lovren,Sadio Mane,Simon Mignolet,Andrew Robertson,Mohamed Salah
g_1_vXKt66bD,Leicester,Manchester United,23/12/2017,Marc Albrighton,Christian Fuchs,Demarai Gray,Vicente Iborra,Harry Maguire,Riyad Mahrez,Wes Morgan,Wilfred Ndidi,Kasper Schmeichel,Danny Simpson,Jamie Vardy,David de Gea,Phil Jones,Victor Lindelof,Jesse Lingard,Romelu Lukaku,Anthony Martial,Juan Mata,Nemanja Matic,Paul Pogba,Chris Smalling,Ashley Young
