;id_game;team_1_name;team_2_name;game_date;home_player_1;home_player_2;home_player_3;home_player_4;home_player_5;home_player_6;home_player_7;home_player_8;home_player_9;home_player_10;home_player_11;away_player_1;away_player_2;away_player_3;away_player_4;away_player_5;away_player_6;away_player_7;away_player_8;away_player_9;away_player_10;away_player_11
57;g_1_vcGA0KuH;Arsenal ;Southampton ;08.04. 14:15;Aubameyang P.;Bellerin H.;Cech P. (G) (C);Chambers C.;Elneny M.;Iwobi A.;Kolasinac S.;Mustafi S.;Nelson R.;Welbeck D.;Xhaka G.;Bertrand R. (C);Hoedt W.;Hojbjerg P.;Long S.;McCarthy A. (G);Romeu O.;Soares C.;Stephens J.;Tadic D.;Ward-Prowse J.;Yoshida M.
58;g_1_KAlXHLAi;Manchester City;Manchester United;07.04. 17:30;Danilo;Delph F.;Ederson (G);Fernandinho;Gundogan I.;Kompany V. (C);Otamendi N.;Sane L.;Silva B.;Silva D.;Sterling R.;Bailly E.;de Gea D. (G);Herrera A.;Lingard J.;Lukaku R.;Matic N.;Pogba P.;Sanchez A.;Smalling C.;Valencia A. (C);Young A.
59;g_1_06H610QA;Bournemouth;Crystal Palace;07.04. 15:00;Ake N.;Begovic A. (G);Cook L.;Cook S.;Daniels C.;Defoe J.;Francis S. (C);Fraser R.;Gosling D.;Pugh M.;Wilson C.;Cabaye Y.;Hennessey W. (G);Loftus-Cheek R.;McArthur J.;Milivojevic L. (C);Sakho M.;Tomkins J.;Townsend A.;van Aanholt P.;Wan-Bissaka A.;Zaha W.
60;g_1_YJFEaveN;Brighton ;Huddersfield;07.04. 15:00;Bong G.;Duffy S.;Dunk L. (C);Gross P.;Izquierdo J.;March S.;Murray G.;Propper D.;Ryan M. (G);Schelotto E.;Stephens D.;Hadergjonaj F.;Hogg J. (C);Ince T.;Jorgensen M.;Kongolo T.;Lossl J. (G);Mooy A.;Mounie S.;Pritchard A.;Schindler C.;van La Parra R.
61;g_1_WfekgxYj;Leicester;Newcastle;07.04. 15:00;Albrighton M.;Chilwell B.;Diabate F.;Iborra;Maguire H.;Mahrez R.;Morgan W. (C);Schmeichel K. (G);Silva Ad.;Simpson D.;Vardy J.;Diame M.;Dubravka M. (G);Dummett P.;Gayle D.;Kenedy;Lascelles J. (C);Lejeune F.;Perez A.;Ritchie M.;Shelvey J.;Yedlin D.
62;g_1_b1myHuQc;Stoke;Tottenham;07.04. 15:00;Allen J.;Bauer M.;Butland J. (G);Diouf M.;Johnson G.;Martins Indi B.;Ndiaye P.;Pieters E.;Shaqiri X.;Shawcross R. (C);Sobhi R.;Alli D.;Aurier S.;Dembele M.;Eriksen C.;Kane H.;Lloris H. (G) (C);Rose D.;Sanchez D.;Son Heung-Min;Vertonghen J.;Wanyama V.
63;g_1_tQxtGau4;Watford;Burnley;07.04. 15:00;Capoue E.;Deeney T. (C);Doucoure A.;Holebas J.;Hughes W.;Janmaat D.;Karnezis O. (G);Kiko;Mariappa A.;Pereyra R.;Prodl S.;Barnes A.;Cork J. (C);Lennon A.;Long K.;Lowton M.;N'Koudou G.;Pope N. (G);Tarkowski J.;Ward S.;Westwood A.;Wood Ch.
64;g_1_6VAssl1H;West Brom;Swansea;07.04. 15:00;Brunt C. (C);Dawson C.;Foster B. (G);Gibbs K.;Hegazy A.;Livermore J.;McClean J.;Nyom A.;Phillips M.;Rodriguez J.;Rondon S.;Abraham T.;Ayew A.;Carroll T.;Clucas S.;Fabianski L. (G);Fernandez F. (C);King A.;Mawson A.;Naughton K.;Olsson Mart.;van der Hoorn M.
65;g_1_h4dofIIp;Everton;Liverpool;07.04. 12:30;Baines L.;Bolasie Y.;Coleman S.;Davies T.;Jagielka P. (C);Keane M.;Pickford J. (G);Rooney W.;Schneiderlin M.;Tosun C.;Walcott T.;Clyne N.;Henderson J. (C);Ings D.;Karius L. (G);Klavan R.;Lovren D.;Mane S.;Milner J.;Solanke D.;van Dijk V.;Wijnaldum G.
66;g_1_0jTrnLQN;Chelsea;Tottenham;01.04. 16:00;Alonso M.;Azpilicueta C. (C);Caballero W. (G);Christensen A.;Fabregas C.;Hazard E.;Kante N.;Morata A.;Moses V.;Rudiger A.;Willian;Alli D.;Davies B.;Dembele M.;Dier E.;Eriksen C.;Lamela E.;Lloris H. (G) (C);Sanchez D.;Son Heung-Min;Trippier K.;Vertonghen J.
67;g_1_vyuzlsdB;Arsenal;Stoke;01.04. 13:30;Aubameyang P.;Bellerin H.;Chambers C.;Elneny M.;Monreal N.;Mustafi S.;Ospina D. (G);Ozil M.;Ramsey A.;Welbeck D.;Wilshere J. (C);Allen J.;Bauer M.;Butland J. (G);Diouf M.;Johnson G.;Martins Indi B.;Ndiaye P.;Pieters E.;Shaqiri X.;Shawcross R. (C);Sobhi R.
68;g_1_WYJEtalo;Everton;Manchester City;31.03. 17:30;Baines L.;Bolasie Y.;Calvert-Lewin D.;Coleman S.;Jagielka P. (C);Keane M.;Pickford J. (G);Rooney W.;Schneiderlin M.;Tosun C.;Walcott T.;De Bruyne K.;Ederson (G);Fernandinho;Gabriel Jesus;Kompany V. (C);Laporte A.;Otamendi N.;Sane L.;Silva D.;Sterling R.;Walker K.
69;g_1_MaUvm1BH;Brighton;Leicester ;31.03. 15:00;Bong G.;Duffy S.;Dunk L. (C);Gross P.;Izquierdo J.;Kayal B.;Locadia J.;Murray G.;Propper D.;Ryan M. (G);Schelotto E.;Albrighton M.;Chilwell B.;Iborra;Maguire H.;Mahrez R.;Morgan W. (C);Ndidi W.;Okazaki S.;Schmeichel K. (G);Simpson D.;Vardy J.
70;g_1_C8BwrUoB;Manchester United;Swansea;31.03. 15:00;de Gea D. (G);Lindelof V.;Lingard J.;Lukaku R.;Mata J.;Matic N.;Pogba P.;Sanchez A.;Smalling C.;Valencia A. (C);Young A.;Ayew A.;Clucas S.;Dyer N.;Fabianski L. (G);Fernandez F. (C);King A.;Ki Sung-Yong;Mawson A.;Naughton K.;Olsson Mart.;van der Hoorn M.
71;g_1_Ywbc5rRo;Newcastle;Huddersfield;31.03. 15:00;Diame M.;Dubravka M. (G);Dummett P.;Gayle D.;Kenedy;Lascelles J. (C);Lejeune F.;Perez A.;Ritchie M.;Shelvey J.;Yedlin D.;Depoitre L.;Hogg J.;Jorgensen M.;Kachunga E.;Kongolo T.;Lossl J. (G);Mooy A.;Pritchard A.;Schindler C.;Smith T. (C);van La Parra R.
72;g_1_t4153Meb;Watford;Bournemouth;31.03. 15:00;Capoue E.;Deeney T. (C);Doucoure A.;Holebas J.;Hughes W.;Janmaat D.;Karnezis O. (G);Kiko;Mariappa A.;Pereyra R.;Prodl S.;Ake N.;Begovic A. (G);Cook L.;Cook S. (C);Daniels C.;Fraser R.;Gosling D.;Ibe J.;King J.;Stanislas J.;Wilson C.
73;g_1_Kf092tB4;West Brom;Burnley;31.03. 15:00;Brunt C.;Dawson C.;Evans J. (C);Foster B. (G);Gibbs K.;Hegazy A.;Livermore J.;Nyom A.;Rodriguez J.;Rondon S.;Yacob C.;Barnes A.;Cork J.;Lennon A.;Lowton M.;Mee B. (C);N'Koudou G.;Pope N. (G);Tarkowski J.;Ward S.;Westwood A.;Wood Ch.
74;g_1_ns2142th;West Ham;Southampton;31.03. 15:00;Antonio M.;Arnautovic M.;Cresswell A.;Hart J. (G);Kouyate C.;Mario J.;Masuaku A.;Noble M. (C);Ogbonna A.;Rice D.;Zabaleta P.;Austin C.;Bertrand R. (C);Gabbiadini M.;Hoedt W.;Hojbjerg P.;Lemina M.;McCarthy A. (G);Redmond N.;Soares C.;Stephens J.;Tadic D.
75;g_1_UPXnoutU;Crystal Palace;Liverpool;31.03. 12:30;Benteke C.;Cabaye Y.;Hennessey W. (G);Kelly M.;McArthur J.;Milivojevic L. (C);Sakho M.;Townsend A.;van Aanholt P.;Wan-Bissaka A.;Zaha W.;Alexander-Arnold T.;Firmino R.;Henderson J. (C);Karius L. (G);Mane S.;Matip J.;Milner J.;Robertson A.;Salah M.;van Dijk V.;Wijnaldum G.
76;g_1_CAUFh5st;Liverpool;Watford;17.03. 17:30;Can E.;Firmino R.;Gomez J.;Henderson J. (C);Karius L. (G);Mane S.;Matip J.;Robertson A.;Salah M.;van Dijk V.;Wijnaldum G.;Britos M.;Capoue E.;Deeney T. (C);Doucoure A.;Holebas J.;Karnezis O. (G);Kiko;Mariappa A.;Pereyra R.;Prodl S.;Richarlison
77;g_1_QFPemA50;Bournemouth;West Brom;17.03. 15:00;Ake N.;Begovic A. (G);Cook L.;Cook S.;Francis S. (C);Gosling D.;Ibe J.;King J.;Smith A.;Stanislas J.;Wilson C.;Brunt C.;Dawson C.;Evans J. (C);Foster B. (G);Gibbs K.;Hegazy A.;Livermore J.;Nyom A.;Rodriguez J.;Rondon S.;Yacob C.
78;g_1_nVD4olzD;Huddersfield;Crystal Palace;17.03. 15:00;Hadergjonaj F.;Hogg J. (C);Ince T.;Jorgensen M.;Lossl J. (G);Malone S.;Mooy A.;Mounie S.;Pritchard A.;Quaner C.;Schindler C.;Benteke C.;Hennessey W. (G);McArthur J.;Milivojevic L. (C);Sakho M.;Schlupp J.;Tomkins J.;Townsend A.;van Aanholt P.;Wan-Bissaka A.;Zaha W.
79;g_1_8xOOjqCh;Stoke ;Everton;17.03. 15:00;Adam C.;Allen J.;Butland J. (G);Crouch P.;Johnson G.;Ndiaye P.;Shaqiri X.;Shawcross R. (C);Sobhi R.;Stafylidis K.;Zouma K.;Baines L.;Bolasie Y.;Coleman S.;Davies T.;Gueye I.;Jagielka P. (C);Keane M.;Pickford J. (G);Rooney W.;Tosun C.;Walcott T.
80;g_1_dzxqjCLs;Stoke;Manchester City;12.03. 20:00;Allen J.;Bauer M.;Butland J. (G) (C);Cameron G.;Choupo-Moting M.;Jese;Martins Indi B.;Ndiaye P.;Shaqiri X.;Stafylidis K.;Zouma K.;De Bruyne K.;Ederson (G);Fernandinho;Gabriel Jesus;Kompany V. (C);Otamendi N.;Sane L.;Silva D.;Sterling R.;Walker K.;Zinchenko O.
81;g_1_xW4IZjy1;Bournemouth;Tottenham;11.03. 16:00;Ake N.;Begovic A. (G);Cook L.;Cook S.;Daniels C.;Francis S. (C);Gosling D.;Mousset L.;Smith A.;Stanislas J.;Wilson C.;Alli D.;Aurier S.;Dembele M.;Eriksen C.;Kane H.;Lloris H. (G) (C);Rose D.;Sanchez D.;Son Heung-Min;Vertonghen J.;Wanyama V.
82;g_1_Wh4MYAj7;Arsenal;Watford;11.03. 13:30;Aubameyang P.;Cech P. (G) (C);Elneny M.;Holding R.;Iwobi A.;Kolasinac S.;Maitland-Niles A.;Mkhitaryan H.;Mustafi S.;Ozil M.;Xhaka G.;Capoue E.;Deeney T. (C);Doucoure A.;Holebas J.;Janmaat D.;Karnezis O. (G);Kiko;Mariappa A.;Pereyra R.;Prodl S.;Richarlison
83;g_1_Aq3QXU5D;Chelsea;Crystal Palace;10.03. 17:30;Alonso M.;Azpilicueta C.;Cahill G. (C);Christensen A.;Courtois T. (G);Fabregas C.;Giroud O.;Hazard E.;Kante N.;Willian;Zappacosta D.;Benteke C.;Hennessey W. (G);Kelly M.;McArthur J.;Milivojevic L. (C);Schlupp J.;Sorloth A.;Tomkins J.;Townsend A.;van Aanholt P.;Wan-Bissaka A.
84;g_1_n1n9dErE;Everton;Brighton ;10.03. 15:00;Baines L.;Bolasie Y.;Coleman S.;Davies T.;Jagielka P. (C);Keane M.;Pickford J. (G);Rooney W.;Sigurdsson G.;Tosun C.;Walcott T.;Bong G.;Duffy S.;Dunk L. (C);Gross P.;Izquierdo J.;Kayal B.;Knockaert A.;Murray G.;Propper D.;Ryan M. (G);Schelotto E.
85;g_1_GtIUqjHb;Huddersfield;Swansea ;10.03. 15:00;Hadergjonaj F.;Hogg J. (C);Ince T.;Jorgensen M.;Lossl J. (G);Malone S.;Mooy A.;Mounie S.;Pritchard A.;Schindler C.;van La Parra R.;Ayew A.;Ayew J.;Clucas S.;Fabianski L. (G);Fernandez F. (C);King A.;Ki Sung-Yong;Mawson A.;Naughton K.;Olsson Mart.;van der Hoorn M.
86;g_1_KEpHfhDQ;Newcastle;Southampton;10.03. 15:00;Diame M.;Dubravka M. (G);Dummett P.;Gayle D.;Kenedy;Lascelles J. (C);Lejeune F.;Perez A.;Ritchie M.;Shelvey J.;Yedlin D.;Bertrand R. (C);Carrillo G.;Hoedt W.;Hojbjerg P.;Lemina M.;McCarthy A. (G);Redmond N.;Soares C.;Stephens J.;Tadic D.;Ward-Prowse J.
87;g_1_vaRmkWzl;West Brom;Leicester;10.03. 15:00;Brunt C.;Burke O.;Dawson C.;Foster B. (G) (C);Gibbs K.;Hegazy A.;Krychowiak G.;Livermore J.;Nyom A.;Phillips M.;Rondon S.;Chilwell B.;Gray D.;Iborra;Maguire H.;Mahrez R.;Morgan W. (C);Ndidi W.;Okazaki S.;Schmeichel K. (G);Simpson D.;Vardy J.
88;g_1_IkQiljjf;West Ham;Burnley;10.03. 15:00;Antonio M.;Arnautovic M.;Collins J.;Cresswell A.;Hart J. (G);Kouyate C.;Lanzini M.;Mario J.;Noble M. (C);Ogbonna A.;Zabaleta P.;Barnes A.;Cork J.;Gudmundsson J.;Hendrick J.;Lennon A.;Lowton M.;Mee B. (C);Pope N. (G);Tarkowski J.;Ward S.;Westwood A.
89;g_1_QioDeYcK;Manchester United;Liverpool;10.03. 12:30;Bailly E.;de Gea D. (G);Lukaku R.;Mata J.;Matic N.;McTominay S.;Rashford M.;Sanchez A.;Smalling C.;Valencia A. (C);Young A.;Alexander-Arnold T.;Can E.;Firmino R.;Karius L. (G);Lovren D.;Mane S.;Milner J. (C);Oxlade-Chamberlain A.;Robertson A.;Salah M.;van Dijk V.
90;g_1_xWSQqya8;Crystal Palace;Manchester United;05.03. 20:00;Benteke C.;Hennessey W. (G);Kelly M.;McArthur J.;Milivojevic L. (C);Schlupp J.;Sorloth A.;Tomkins J.;Townsend A.;van Aanholt P.;Wan-Bissaka A.;de Gea D. (G);Lindelof V.;Lingard J.;Lukaku R.;Matic N.;McTominay S.;Pogba P.;Sanchez A.;Smalling C.;Valencia A. (C);Young A.
91;g_1_ClLwsZrR;Manchester City;Chelsea;04.03. 16:00;Aguero S.;De Bruyne K.;Ederson (G);Gundogan I.;Laporte A.;Otamendi N.;Sane L.;Silva B.;Silva D. (C);Walker K.;Zinchenko O.;Alonso M.;Azpilicueta C. (C);Christensen A.;Courtois T. (G);Drinkwater D.;Fabregas C.;Hazard E.;Moses V.;Pedro;Rudiger A.;Willian
92;g_1_pxtuMX61;Brighton;Arsenal;04.03. 13:30;Bong G.;Duffy S.;Dunk L. (C);Gross P.;Izquierdo J.;Knockaert A.;Murray G.;Propper D.;Ryan M. (G);Schelotto E.;Stephens D.;Aubameyang P.;Cech P. (G);Chambers C.;Iwobi A.;Kolasinac S.;Koscielny L. (C);Mkhitaryan H.;Mustafi S.;Ozil M.;Wilshere J.;Xhaka G.
93;g_1_YcMZsFTK;Liverpool;Newcastle;03.03. 17:30;Alexander-Arnold T.;Can E.;Firmino R.;Henderson J. (C);Karius L. (G);Lovren D.;Mane S.;Oxlade-Chamberlain A.;Robertson A.;Salah M.;van Dijk V.;Atsu Ch.;Diame M.;Dubravka M. (G);Dummett P.;Gayle D.;Kenedy;Lascelles J. (C);Lejeune F.;Merino M.;Murphy J.;Yedlin D.
94;g_1_jZWUreEE;Leicester;Bournemouth;03.03. 15:00;Albrighton M.;Amartey D.;Fuchs Ch.;James M.;Maguire H.;Mahrez R.;Morgan W. (C);Ndidi W.;Schmeichel K. (G);Silva Ad.;Vardy J.;Ake N.;Begovic A. (G);Cook L.;Cook S.;Daniels C.;Francis S. (C);Gosling D.;King J.;Smith A.;Stanislas J.;Wilson C.
95;g_1_4tD5xgir;Southampton;Stoke;03.03. 15:00;Bertrand R. (C);Carrillo G.;Hoedt W.;Lemina M.;McCarthy A. (G);Redmond N.;Romeu O.;Sims J.;Soares C.;Stephens J.;Tadic D.;Allen J.;Bauer M.;Butland J. (G) (C);Cameron G.;Choupo-Moting M.;Diouf M.;Martins Indi B.;Ndiaye P.;Shaqiri X.;Stafylidis K.;Zouma K.
96;g_1_xjJQpW1h;Swansea;West Ham;03.03. 15:00;Ayew A.;Ayew J.;Clucas S.;Fabianski L. (G);Fernandez F. (C);King A.;Ki Sung-Yong;Mawson A.;Naughton K.;Olsson Mart.;van der Hoorn M.;Adrian (G);Arnautovic M.;Chicharito;Cresswell A.;Evra P.;Kouyate C.;Lanzini M.;Noble M. (C);Reid W.;Rice D.;Zabaleta P.
97;g_1_rXB9yD6l;Tottenham;Huddersfield;03.03. 15:00;Alli D.;Aurier S.;Davies B.;Dembele M.;Dier E.;Eriksen C.;Kane H.;Lloris H. (G) (C);Sanchez D.;Son Heung-Min;Vertonghen J.;Hadergjonaj F.;Hogg J. (C);Jorgensen M.;Kongolo T.;Lossl J. (G);Mounie S.;Pritchard A.;Quaner C.;Schindler C.;van La Parra R.;Williams D.
98;g_1_Qe1EzXLf;Watford;West Brom;03.03. 15:00;Capoue E.;Carrillo A.;Deeney T. (C);Doucoure A.;Holebas J.;Janmaat D.;Karnezis O. (G);Mariappa A.;Pereyra R.;Prodl S.;Richarlison;Brunt C.;Dawson C.;Evans J. (C);Foster B. (G);Gibbs K.;Hegazy A.;Krychowiak G.;Livermore J.;Phillips M.;Rodriguez J.;Rondon S.
99;g_1_OSvqLiM7;Burnley;Everton ;03.03. 12:30;Barnes A.;Cork J.;Gudmundsson J.;Hendrick J.;Lennon A.;Lowton M.;Mee B. (C);Pope N. (G);Tarkowski J.;Ward S.;Westwood A.;Calvert-Lewin D.;Coleman S.;Davies T.;Gueye I.;Keane M.;Martina C.;Pickford J. (G);Sigurdsson G.;Tosun C.;Walcott T.;Williams A. (C)
100;g_1_v1SiXcF2;Arsenal;Manchester City;01.03. 19:45;Aubameyang P.;Bellerin H.;Cech P. (G);Kolasinac S.;Koscielny L. (C);Mkhitaryan H.;Mustafi S.;Ozil M.;Ramsey A.;Welbeck D.;Xhaka G.;Aguero S.;Danilo;De Bruyne K.;Ederson (G);Gundogan I.;Kompany V. (C);Otamendi N.;Sane L.;Silva B.;Silva D.;Walker K.
101;g_1_p2BzPZMr;Manchester United;Chelsea;25.02. 14:05;de Gea D. (G);Lindelof V.;Lukaku R.;Martial A.;Matic N.;McTominay S.;Pogba P.;Sanchez A.;Smalling C.;Valencia A. (C);Young A.;Alonso M.;Azpilicueta C. (C);Christensen A.;Courtois T. (G);Drinkwater D.;Hazard E.;Kante N.;Morata A.;Moses V.;Rudiger A.;Willian
102;g_1_nRVaVypF;Crystal Palace;Tottenham;25.02. 12:00;Benteke C.;Fosu-Mensah T.;Hennessey W. (G);McArthur J.;Milivojevic L. (C);Riedewald J.;Sorloth A.;Tomkins J.;Townsend A.;van Aanholt P.;Wan-Bissaka A.;Alli D.;Aurier S.;Davies B.;Dembele M.;Dier E.;Eriksen C.;Kane H.;Lamela E.;Lloris H. (G) (C);Sanchez D.;Wanyama V.
103;g_1_vPAvOgxk;Watford;Everton;24.02. 17:30;Capoue E.;Deeney T. (C);Deulofeu G.;Doucoure A.;Holebas J.;Janmaat D.;Karnezis O. (G);Mariappa A.;Pereyra R.;Prodl S.;Richarlison;Davies T.;Gueye I.;Keane M.;Kenny J.;Martina C.;Niasse O.;Pickford J. (G);Rooney W. (C);Sigurdsson G.;Walcott T.;Williams A.
104;g_1_xdl98Ex2;Bournemouth;Newcastle;24.02. 15:00;Ake N.;Begovic A. (G);Cook L.;Cook S.;Daniels C.;Francis S. (C);Fraser R.;Gosling D.;King J.;Stanislas J.;Wilson C.;Diame M.;Dubravka M. (G);Dummett P.;Gayle D.;Kenedy;Lascelles J. (C);Lejeune F.;Perez A.;Ritchie M.;Shelvey J.;Yedlin D.
105;g_1_rTJMoCnn;Brighton;Swansea;24.02. 15:00;Bong G.;Duffy S.;Dunk L. (C);Gross P.;Izquierdo J.;Knockaert A.;Murray G.;Propper D.;Ryan M. (G);Schelotto E.;Stephens D.;Ayew J.;Carroll T.;Clucas S.;Dyer N.;Fabianski L. (G);Fernandez F. (C);Ki Sung-Yong;Mawson A.;Naughton K.;Olsson Mart.;van der Hoorn M.
106;g_1_IiReWHU8;Burnley;Southampton;24.02. 15:00;Barnes A.;Cork J.;Gudmundsson J.;Hendrick J.;Lennon A.;Long K.;Lowton M.;Mee B. (C);Pope N. (G);Ward S.;Westwood A.;Bertrand R. (C);Carrillo G.;Hoedt W.;Lemina M.;McCarthy A. (G);Redmond N.;Romeu O.;Soares C.;Stephens J.;Tadic D.;Ward-Prowse J.
107;g_1_8tK8TFER;Liverpool;West Ham;24.02. 15:00;Alexander-Arnold T.;Can E.;Firmino R.;Karius L. (G);Mane S.;Matip J.;Milner J. (C);Oxlade-Chamberlain A.;Robertson A.;Salah M.;van Dijk V.;Adrian (G);Arnautovic M.;Collins J.;Cresswell A.;Evra P.;Kouyate C.;Lanzini M.;Mario J.;Noble M. (C);Ogbonna A.;Zabaleta P.
108;g_1_IF9rNDie;West Brom;Huddersfield;24.02. 15:00;Barry G.;Dawson C.;Evans J. (C);Foster B. (G);Gibbs K.;Hegazy A.;Krychowiak G.;McClean J.;Phillips M.;Rodriguez J.;Rondon S.;Hadergjonaj F.;Hogg J. (C);Jorgensen M.;Kongolo T.;Lossl J. (G);Mounie S.;Pritchard A.;Quaner C.;Schindler C.;van La Parra R.;Williams D.
109;g_1_QHU3UeaL;Leicester;Stoke;24.02. 12:30;Albrighton M.;Chilwell B.;Gray D.;James M.;Maguire H.;Mahrez R.;Morgan W. (C);Ndidi W.;Schmeichel K. (G);Simpson D.;Vardy J.;Allen J.;Bauer M.;Butland J. (G) (C);Cameron G.;Choupo-Moting M.;Diouf M.;Martins Indi B.;Ndiaye P.;Shaqiri X.;Stafylidis K.;Zouma K.
110;g_1_4rE9KKVd;Chelsea;West Brom;12.02. 20:00;Azpilicueta C. (C);Christensen A.;Courtois T. (G);Fabregas C.;Giroud O.;Hazard E.;Kante N.;Moses V.;Pedro;Rudiger A.;Zappacosta D.;Barry G.;Brunt C.;Dawson C.;Evans J. (C);Foster B. (G);Gibbs K.;Hegazy A.;Krychowiak G.;Phillips M.;Rondon S.;Sturridge D.
111;g_1_CE4UFdpS;Southampton;Liverpool;11.02. 16:30;Bertrand R. (C);Carrillo G.;Hoedt W.;Hojbjerg P.;Lemina M.;McCarthy A. (G);Romeu O.;Soares C.;Stephens J.;Tadic D.;Ward-Prowse J.;Alexander-Arnold T.;Can E. (C);Firmino R.;Karius L. (G);Mane S.;Matip J.;Oxlade-Chamberlain A.;Robertson A.;Salah M.;van Dijk V.;Wijnaldum G.
112;g_1_YN5QGxVL;Newcastle;Manchester United;11.02. 14:15;Diame M.;Dubravka M. (G);Dummett P.;Gayle D.;Kenedy;Lascelles J. (C);Lejeune F.;Perez A.;Ritchie M.;Shelvey J.;Yedlin D.;de Gea D. (G);Jones P.;Lingard J.;Lukaku R.;Martial A.;Matic N.;Pogba P.;Sanchez A.;Smalling C.;Valencia A. (C);Young A.
113;g_1_Qc2IIb09;Huddersfield;Bournemouth;11.02. 12:00;Hadergjonaj F.;Hogg J. (C);Ince T.;Jorgensen M.;Lossl J. (G);Malone S.;Mooy A.;Mounie S.;Pritchard A.;Schindler C.;van La Parra R.;Ake N.;Begovic A. (G);Cook L.;Cook S.;Daniels C.;Francis S. (C);Fraser R.;Gosling D.;Ibe J.;Stanislas J.;Wilson C.
114;g_1_v16MHIFF;Manchester City;Leicester;10.02. 17:30;Aguero S.;De Bruyne K.;Ederson (G);Fernandinho (C);Gundogan I.;Laporte A.;Otamendi N.;Silva B.;Sterling R.;Walker K.;Zinchenko O.;Albrighton M.;Chilwell B.;Diabate F.;Dragovic A.;Fuchs Ch. (C);James M.;Maguire H.;Ndidi W.;Schmeichel K. (G);Silva Ad.;Vardy J.
115;g_1_rZCDJvo3;Everton;Crystal Palace;10.02. 15:00;Coleman S.;Davies T.;Gueye I.;Keane M.;Mangala E.;Martina C.;Niasse O.;Pickford J. (G);Rooney W. (C);Sigurdsson G.;Walcott T.;Benteke C.;Cabaye Y.;Fosu-Mensah T.;Hennessey W. (G);McArthur J.;Milivojevic L. (C);Sorloth A.;Tomkins J.;Townsend A.;van Aanholt P.;Ward J.
116;g_1_h8ncBGhq;Stoke;Brighton;10.02. 15:00;Allen J.;Bauer M.;Butland J. (G);Choupo-Moting M.;Diouf M.;Fletcher D.;Ndiaye P.;Pieters E.;Shaqiri X.;Shawcross R. (C);Zouma K.;Bong G.;Duffy S.;Dunk L. (C);Gross P.;Izquierdo J.;March S.;Murray G.;Propper D.;Ryan M. (G);Schelotto E.;Stephens D.
117;g_1_UPFInhXu;Swansea;Burnley;10.02. 15:00;Ayew J.;Carroll T.;Clucas S.;Dyer N.;Fabianski L. (G);Fernandez F. (C);Ki Sung-Yong;Mawson A.;Naughton K.;Olsson Mart.;van der Hoorn M.;Barnes A.;Cork J.;Gudmundsson J.;Hendrick J.;Lennon A.;Long K.;Lowton M.;Mee B. (C);Pope N. (G);Taylor C.;Vokes S.
118;g_1_QLp59fNe;West Ham;Watford;10.02. 15:00;Adrian (G);Antonio M.;Arnautovic M.;Chicharito;Collins J.;Cresswell A.;Kouyate C.;Mario J.;Noble M. (C);Ogbonna A.;Zabaleta P.;Capoue E.;Deeney T. (C);Deulofeu G.;Doucoure A.;Holebas J.;Janmaat D.;Karnezis O. (G);Mariappa A.;Prodl S.;Richarlison;Zeegelaar M.
119;g_1_Wbo1Az8k;Tottenham;Arsenal;10.02. 12:30;Alli D.;Davies B.;Dembele M.;Dier E.;Eriksen C.;Kane H.;Lloris H. (G) (C);Sanchez D.;Son Heung-Min;Trippier K.;Vertonghen J.;Aubameyang P.;Bellerin H.;Cech P. (G);Elneny M.;Koscielny L. (C);Mkhitaryan H.;Monreal N.;Mustafi S.;Ozil M.;Wilshere J.;Xhaka G.
120;g_1_boRNdHwj;Watford;Chelsea ;05.02. 20:00;Capoue E.;Deeney T. (C);Deulofeu G.;Doucoure A.;Holebas J.;Janmaat D.;Karnezis O. (G);Mariappa A.;Prodl S.;Richarlison;Zeegelaar M.;Azpilicueta C.;Bakayoko T.;Cahill G. (C);Courtois T. (G);Hazard E.;Kante N.;Luiz D.;Moses V.;Pedro;Willian;Zappacosta D.
121;g_1_4p9kFPgH;Liverpool;Tottenham;04.02. 16:30;Alexander-Arnold T.;Can E.;Firmino R.;Henderson J. (C);Karius L. (G);Lovren D.;Mane S.;Milner J.;Robertson A.;Salah M.;van Dijk V.;Alli D.;Davies B.;Dembele M.;Dier E.;Eriksen C.;Kane H.;Lloris H. (G) (C);Sanchez D.;Son Heung-Min;Trippier K.;Vertonghen J.
122;g_1_AN9oG5vB;Crystal Palace;Newcastle;04.02. 14:15;Benteke C.;Cabaye Y.;Fosu-Mensah T.;Hennessey W. (G);Kelly M.;McArthur J.;Milivojevic L. (C);Tomkins J.;Townsend A.;van Aanholt P.;Zaha W.;Clark C.;Darlow K. (G);Diame M.;Dummett P.;Gayle D.;Kenedy;Lascelles J. (C);Perez A.;Ritchie M.;Shelvey J.;Yedlin D.
123;g_1_z5HYI7fh;Arsenal;Everton;03.02. 17:30;Aubameyang P.;Bellerin H.;Cech P. (G);Iwobi A.;Koscielny L. (C);Mkhitaryan H.;Monreal N.;Mustafi S.;Ozil M.;Ramsey A.;Xhaka G.;Bolasie Y.;Gueye I.;Keane M.;Kenny J.;Mangala E.;Martina C.;Niasse O.;Pickford J. (G);Schneiderlin M.;Walcott T.;Williams A. (C)
